,index,User_id,Local_sg_time,POI_id,POI_Type,Location_id,Category,L2_id,weekend,hour,new_id,new_id_reindex,location_id_reindex,user_id_reindex
482,873,18568,2012-05-06 10:45:17+00:00,605,Independent,605,Rental Car Location,81,1,10,81,75,377,9
483,874,18568,2012-05-06 13:00:43+00:00,531,Independent,531,Vegetarian / Vegan Restaurant,20,1,13,20,19,334,9
484,877,18568,2012-05-11 17:02:28+00:00,530,Independent,530,Vegetarian / Vegan Restaurant,20,0,17,20,19,333,9
485,878,18568,2012-05-11 17:02:42+00:00,531,Independent,531,Vegetarian / Vegan Restaurant,20,0,17,20,19,334,9
486,879,18568,2012-05-11 18:34:43+00:00,405,Independent,405,Stadium,0,0,18,0,0,242,9
487,880,18568,2012-05-11 22:27:51+00:00,474,Independent,474,Casino,8,0,22,8,8,290,9
488,881,18568,2012-05-13 14:24:59+00:00,2216,Combined,317,Bookstore,23,1,14,2216,167,187,9
489,882,18568,2012-05-13 18:14:55+00:00,530,Independent,530,Vegetarian / Vegan Restaurant,20,1,18,20,19,333,9
490,883,18568,2012-05-14 17:38:04+00:00,2300,Combined,699,Automotive Shop,35,0,17,2300,173,438,9
491,884,18568,2012-05-14 21:54:38+00:00,482,Independent,482,Bar,5,0,21,5,5,296,9
492,886,18568,2012-05-18 19:50:31+00:00,390,Independent,390,Pub,3,0,19,3,3,230,9
493,887,18568,2012-05-18 19:57:48+00:00,533,Independent,533,Coffee Shop,6,0,19,6,6,336,9
494,888,18568,2012-05-18 20:12:33+00:00,799,Independent,799,Restaurant,16,0,20,16,16,498,9
495,890,18568,2012-05-21 10:13:00+00:00,890,Independent,890,Hotel,1,0,10,1,1,552,9
496,891,18568,2012-05-21 10:13:58+00:00,886,Independent,886,Coffee Shop,6,0,10,6,6,549,9
497,892,18568,2012-05-21 11:41:25+00:00,605,Independent,605,Rental Car Location,81,0,11,81,75,377,9
498,893,18568,2012-05-21 12:24:05+00:00,2301,Combined,331,Grocery Store,30,0,12,2301,174,197,9
499,894,18568,2012-05-21 13:24:40+00:00,207,Independent,207,Bar,5,0,13,5,5,120,9
500,895,18568,2012-05-21 16:15:14+00:00,2301,Combined,238,Furniture / Home Store,69,0,16,2301,174,139,9
501,896,18568,2012-05-21 17:36:24+00:00,533,Independent,533,Coffee Shop,6,0,17,6,6,336,9
502,899,18568,2012-05-25 09:04:16+00:00,142,Independent,142,Gym,62,0,9,62,57,80,9
503,900,18568,2012-05-25 11:19:51+00:00,2301,Combined,331,Grocery Store,30,0,11,2301,174,197,9
504,901,18568,2012-05-25 12:00:16+00:00,434,Independent,434,Cosmetics Shop,82,0,12,82,76,259,9
505,902,18568,2012-05-29 10:15:39+00:00,142,Independent,142,Gym,62,0,10,62,57,80,9
506,903,18568,2012-05-29 11:38:06+00:00,531,Independent,531,Vegetarian / Vegan Restaurant,20,0,11,20,19,334,9
507,904,18568,2012-06-06 08:51:15+00:00,142,Independent,142,Gym,62,0,8,62,57,80,9
508,905,18568,2012-06-06 17:22:32+00:00,445,Independent,445,Restaurant,16,0,17,16,16,268,9
509,907,18568,2012-06-09 08:37:57+00:00,142,Independent,142,Gym,62,1,8,62,57,80,9
510,908,18568,2012-06-09 16:01:21+00:00,442,Independent,442,Grocery Store,30,1,16,30,29,265,9
511,909,18568,2012-06-16 14:44:42+00:00,2216,Combined,318,American Restaurant,11,1,14,2216,167,188,9
512,910,18568,2012-06-16 17:59:40+00:00,2103,Combined,1164,Multiplex,39,1,17,2103,147,707,9
513,911,18568,2012-06-17 14:03:43+00:00,2216,Combined,317,Bookstore,23,1,14,2216,167,187,9
514,912,18568,2012-06-17 15:05:26+00:00,2103,Combined,1164,Multiplex,39,1,15,2103,147,707,9
515,913,18568,2012-06-17 17:49:37+00:00,768,Independent,768,Park,58,1,17,58,53,479,9
516,914,18568,2012-06-18 06:09:19+00:00,604,Independent,604,Rental Car Location,81,0,6,81,75,376,9
517,915,18568,2012-06-18 06:09:45+00:00,605,Independent,605,Rental Car Location,81,0,6,81,75,377,9
518,916,18568,2012-06-18 09:26:36+00:00,142,Independent,142,Gym,62,0,9,62,57,80,9
519,917,18568,2012-06-30 12:13:58+00:00,142,Independent,142,Gym,62,1,12,62,57,80,9
520,918,18568,2012-06-30 17:57:21+00:00,425,Independent,425,Pub,3,1,17,3,3,252,9
521,919,18568,2012-07-03 08:27:42+00:00,605,Independent,605,Rental Car Location,81,0,8,81,75,377,9
522,920,18568,2012-07-03 09:51:33+00:00,142,Independent,142,Gym,62,0,9,62,57,80,9
523,922,18568,2012-07-06 10:08:40+00:00,142,Independent,142,Gym,62,0,10,62,57,80,9
524,923,18568,2012-07-06 22:06:09+00:00,390,Independent,390,Pub,3,0,22,3,3,230,9
525,930,18568,2012-07-16 06:44:55+00:00,604,Independent,604,Rental Car Location,81,0,6,81,75,376,9
526,931,18568,2012-07-16 06:45:07+00:00,605,Independent,605,Rental Car Location,81,0,6,81,75,377,9
527,934,18568,2012-07-28 08:55:35+00:00,2300,Combined,699,Automotive Shop,35,1,8,2300,173,438,9
528,935,18568,2012-07-28 11:38:53+00:00,531,Independent,531,Vegetarian / Vegan Restaurant,20,1,11,20,19,334,9
529,937,18568,2012-07-30 05:59:21+00:00,604,Independent,604,Rental Car Location,81,0,5,81,75,376,9
530,938,18568,2012-07-30 05:59:35+00:00,605,Independent,605,Rental Car Location,81,0,5,81,75,377,9
531,939,18568,2012-07-30 09:46:27+00:00,142,Independent,142,Gym,62,0,9,62,57,80,9
532,940,18568,2012-07-30 11:25:59+00:00,2216,Combined,318,American Restaurant,11,0,11,2216,167,188,9
533,942,18568,2012-08-17 08:07:01+00:00,142,Independent,142,Gym,62,0,8,62,57,80,9
534,943,18568,2012-08-17 18:34:31+00:00,445,Independent,445,Restaurant,16,0,18,16,16,268,9
535,944,18568,2012-08-17 18:35:10+00:00,462,Independent,462,Sushi Restaurant,22,0,18,22,21,281,9
536,945,18568,2012-08-17 18:45:36+00:00,445,Independent,445,Restaurant,16,0,18,16,16,268,9
537,950,18568,2013-03-26 06:41:58+00:00,142,Independent,142,Gym,62,0,6,62,57,80,9
538,951,18568,2013-03-26 11:01:56+00:00,141,Independent,141,Coffee Shop,6,0,11,6,6,79,9
539,952,18568,2013-03-26 12:37:18+00:00,531,Independent,531,Vegetarian / Vegan Restaurant,20,0,12,20,19,334,9
540,953,18568,2013-03-26 19:41:56+00:00,530,Independent,530,Vegetarian / Vegan Restaurant,20,0,19,20,19,333,9
541,959,18568,2013-04-04 17:36:37+00:00,530,Independent,530,Vegetarian / Vegan Restaurant,20,0,17,20,19,333,9
542,960,18568,2013-04-04 17:36:45+00:00,531,Independent,531,Vegetarian / Vegan Restaurant,20,0,17,20,19,334,9
543,966,18568,2013-04-29 12:03:14+00:00,604,Independent,604,Rental Car Location,81,0,12,81,75,376,9
544,967,18568,2013-04-29 12:19:55+00:00,605,Independent,605,Rental Car Location,81,0,12,81,75,377,9
545,968,18568,2013-05-10 21:11:20+00:00,605,Independent,605,Rental Car Location,81,0,21,81,75,377,9
546,969,18568,2013-05-10 21:11:31+00:00,604,Independent,604,Rental Car Location,81,0,21,81,75,376,9
547,974,18568,2013-05-20 13:25:45+00:00,604,Independent,604,Rental Car Location,81,0,13,81,75,376,9
548,975,18568,2013-05-20 13:26:08+00:00,605,Independent,605,Rental Car Location,81,0,13,81,75,377,9
549,978,18568,2013-07-28 18:49:10+00:00,604,Independent,604,Rental Car Location,81,1,18,81,75,376,9
550,979,18568,2013-07-28 19:01:17+00:00,605,Independent,605,Rental Car Location,81,1,19,81,75,377,9
551,982,19012,2012-04-07 10:13:39+00:00,100,Independent,100,Library,84,1,10,84,78,51,10
552,983,19012,2012-04-07 12:13:04+00:00,361,Independent,361,Vietnamese Restaurant,85,1,12,85,79,215,10
553,985,19012,2012-04-14 11:05:43+00:00,100,Independent,100,Library,84,1,11,84,78,51,10
554,986,19012,2012-04-14 11:31:08+00:00,361,Independent,361,Vietnamese Restaurant,85,1,11,85,79,215,10
555,988,19012,2012-04-21 19:17:35+00:00,127,Independent,127,Department Store,19,1,19,19,18,69,10
556,989,19012,2012-04-21 19:35:39+00:00,209,Independent,209,Hospital,34,1,19,34,33,122,10
557,994,19012,2012-05-05 10:06:24+00:00,100,Independent,100,Library,84,1,10,84,78,51,10
558,995,19012,2012-05-05 11:07:23+00:00,361,Independent,361,Vietnamese Restaurant,85,1,11,85,79,215,10
559,998,19012,2012-05-10 11:36:20+00:00,498,Independent,498,Sandwich Place,52,0,11,52,48,308,10
560,999,19012,2012-05-10 18:53:26+00:00,427,Independent,427,Coffee Shop,6,0,18,6,6,254,10
561,1000,19012,2012-05-10 19:05:14+00:00,289,Independent,289,Coffee Shop,6,0,19,6,6,165,10
562,1002,19012,2012-05-12 10:26:33+00:00,100,Independent,100,Library,84,1,10,84,78,51,10
563,1003,19012,2012-05-12 10:54:26+00:00,361,Independent,361,Vietnamese Restaurant,85,1,10,85,79,215,10
564,1009,19012,2012-06-06 11:17:31+00:00,427,Independent,427,Coffee Shop,6,0,11,6,6,254,10
565,1010,19012,2012-06-06 15:30:31+00:00,498,Independent,498,Sandwich Place,52,0,15,52,48,308,10
566,1011,19012,2012-06-07 07:03:31+00:00,498,Independent,498,Sandwich Place,52,0,7,52,48,308,10
567,1012,19012,2012-06-07 10:55:09+00:00,366,Independent,366,Indian Restaurant,80,0,10,80,74,220,10
568,1013,19012,2012-06-08 08:03:40+00:00,498,Independent,498,Sandwich Place,52,0,8,52,48,308,10
569,1014,19012,2012-06-08 12:37:42+00:00,361,Independent,361,Vietnamese Restaurant,85,0,12,85,79,215,10
570,1015,19012,2012-06-08 13:01:44+00:00,289,Independent,289,Coffee Shop,6,0,13,6,6,165,10
571,1016,19012,2012-06-08 13:23:24+00:00,288,Independent,288,Wine Shop,72,0,13,72,66,164,10
572,1017,19012,2012-06-08 13:34:59+00:00,498,Independent,498,Sandwich Place,52,0,13,52,48,308,10
573,1018,19012,2012-06-08 16:35:45+00:00,891,Independent,891,American Restaurant,11,0,16,11,11,553,10
574,1019,19012,2012-06-09 10:56:59+00:00,2218,Combined,102,Grocery Store,30,1,10,2218,169,52,10
575,1020,19012,2012-06-09 11:54:32+00:00,361,Independent,361,Vietnamese Restaurant,85,1,11,85,79,215,10
576,1021,19012,2012-06-09 11:54:49+00:00,361,Independent,361,Vietnamese Restaurant,85,1,11,85,79,215,10
577,1022,19012,2012-06-09 12:11:07+00:00,127,Independent,127,Department Store,19,1,12,19,18,69,10
578,1023,19012,2012-06-10 12:40:54+00:00,100,Independent,100,Library,84,1,12,84,78,51,10
579,1024,19012,2012-06-10 12:48:36+00:00,127,Independent,127,Department Store,19,1,12,19,18,69,10
580,1025,19012,2012-06-10 13:29:35+00:00,185,Independent,185,Coffee Shop,6,1,13,6,6,103,10
581,1029,19012,2012-06-18 07:28:01+00:00,498,Independent,498,Sandwich Place,52,0,7,52,48,308,10
582,1030,19012,2012-06-18 09:30:09+00:00,499,Independent,499,Salon / Barbershop,63,0,9,63,58,309,10
583,1031,19012,2012-06-18 11:33:32+00:00,498,Independent,498,Sandwich Place,52,0,11,52,48,308,10
584,1032,19012,2012-06-20 14:39:10+00:00,2300,Combined,687,Coffee Shop,6,0,14,2300,173,430,10
585,1033,19012,2012-06-20 20:27:15+00:00,13,Independent,13,Gym / Fitness Center,86,0,20,86,80,7,10
586,1040,20101,2012-04-07 14:32:12+00:00,2213,Combined,8,Department Store,19,1,14,2213,164,4,11
587,1041,20101,2012-04-07 22:27:29+00:00,473,Independent,473,Hotel,1,1,22,1,1,289,11
588,1050,20101,2012-04-21 08:34:41+00:00,545,Independent,545,Diner,4,1,8,4,4,345,11
589,1051,20101,2012-04-21 23:38:39+00:00,2105,Combined,1241,Sports Bar,42,1,23,2105,149,756,11
590,1052,20101,2012-04-22 09:36:19+00:00,544,Independent,544,Coffee Shop,6,1,9,6,6,344,11
591,1053,20101,2012-04-22 13:17:50+00:00,1245,Independent,1245,Department Store,19,1,13,19,18,759,11
592,1054,20101,2012-04-22 16:44:08+00:00,442,Independent,442,Grocery Store,30,1,16,30,29,265,11
593,1059,20101,2012-04-28 10:31:57+00:00,2102,Combined,1262,Boutique,90,1,10,2102,146,772,11
594,1060,20101,2012-04-28 11:51:37+00:00,2102,Combined,1250,Restaurant,16,1,11,2102,146,763,11
595,1061,20101,2012-04-28 19:19:44+00:00,375,Independent,375,Mediterranean Restaurant,66,1,19,66,61,223,11
596,1065,20101,2012-05-21 08:42:21+00:00,821,Independent,821,Diner,4,0,8,4,4,511,11
597,1066,20101,2012-05-21 13:30:05+00:00,2213,Combined,8,Department Store,19,0,13,2213,164,4,11
598,1067,20101,2012-05-25 07:21:43+00:00,518,Independent,518,Coffee Shop,6,0,7,6,6,324,11
599,1068,20101,2012-05-25 21:59:29+00:00,401,Independent,401,Pizza Place,15,0,21,15,15,238,11
600,1069,20101,2012-05-25 22:42:06+00:00,402,Independent,402,Italian Restaurant,77,0,22,77,71,239,11
601,1070,20101,2012-05-25 23:34:20+00:00,469,Independent,469,Bar,5,0,23,5,5,285,11
602,1072,20101,2012-05-27 09:46:08+00:00,511,Independent,511,Caf,13,1,9,13,13,318,11
603,1073,20101,2012-05-27 11:43:58+00:00,129,Independent,129,Department Store,19,1,11,19,18,70,11
604,1074,20101,2012-05-27 17:17:14+00:00,442,Independent,442,Grocery Store,30,1,17,30,29,265,11
605,1075,20101,2012-06-02 19:41:47+00:00,1087,Independent,1087,Korean Restaurant,88,1,19,88,82,665,11
606,1076,20101,2012-06-02 21:44:26+00:00,818,Independent,818,Wine Bar,91,1,21,91,84,508,11
607,1077,20101,2012-06-03 17:09:08+00:00,285,Independent,285,Dog Run,67,1,17,67,62,163,11
608,1078,20101,2012-06-03 19:12:17+00:00,547,Independent,547,Pizza Place,15,1,19,15,15,347,11
609,1082,20101,2012-09-14 17:10:32+00:00,1146,Independent,1146,Hotel,1,0,17,1,1,698,11
610,1083,20101,2012-09-14 21:28:15+00:00,2105,Combined,1148,Restaurant,16,0,21,2105,149,700,11
611,1084,20101,2012-09-14 23:33:29+00:00,281,Independent,281,Bar,5,0,23,5,5,160,11
612,1086,20101,2012-12-07 16:56:36+00:00,716,Independent,716,Ski Area,56,0,16,56,52,447,11
613,1087,20101,2012-12-07 20:52:34+00:00,718,Independent,718,Athletics & Sports,92,0,20,92,85,449,11
614,1089,20101,2012-12-09 08:54:04+00:00,718,Independent,718,Athletics & Sports,92,1,8,92,85,449,11
615,1090,20101,2012-12-09 17:18:58+00:00,2213,Combined,6,Theater,93,1,17,2213,164,3,11
616,1094,20101,2012-12-14 16:39:39+00:00,718,Independent,718,Athletics & Sports,92,0,16,92,85,449,11
617,1095,20101,2012-12-14 23:52:03+00:00,510,Independent,510,Bar,5,0,23,5,5,317,11
618,1100,20101,2012-12-22 10:20:05+00:00,716,Independent,716,Ski Area,56,1,10,56,52,447,11
619,1101,20101,2012-12-22 13:28:49+00:00,2102,Combined,1250,Restaurant,16,1,13,2102,146,763,11
620,1102,20101,2012-12-22 19:51:31+00:00,822,Independent,822,Caf,13,1,19,13,13,512,11
621,1109,20101,2013-01-09 11:10:36+00:00,716,Independent,716,Ski Area,56,0,11,56,52,447,11
622,1110,20101,2013-01-09 17:08:46+00:00,548,Independent,548,Restaurant,16,0,17,16,16,348,11
623,1113,20101,2013-01-14 10:49:28+00:00,718,Independent,718,Athletics & Sports,92,0,10,92,85,449,11
624,1114,20101,2013-01-14 18:36:54+00:00,972,Independent,972,Wine Bar,91,0,18,91,84,598,11
625,1116,20101,2013-01-21 13:26:08+00:00,1019,Independent,1019,Automotive Shop,35,0,13,35,34,626,11
626,1117,20101,2013-01-21 14:13:54+00:00,718,Independent,718,Athletics & Sports,92,0,14,92,85,449,11
627,1118,20101,2013-01-21 15:55:47+00:00,716,Independent,716,Ski Area,56,0,15,56,52,447,11
628,1120,20101,2013-01-26 14:52:21+00:00,716,Independent,716,Ski Area,56,1,14,56,52,447,11
629,1121,20101,2013-01-26 17:04:20+00:00,718,Independent,718,Athletics & Sports,92,1,17,92,85,449,11
630,1122,20101,2013-01-26 23:51:06+00:00,408,Independent,408,Casino,8,1,23,8,8,244,11
631,1125,20101,2013-02-02 01:39:43+00:00,425,Independent,425,Pub,3,1,1,3,3,252,11
632,1126,20101,2013-02-02 11:41:57+00:00,718,Independent,718,Athletics & Sports,92,1,11,92,85,449,11
633,1127,20101,2013-02-02 20:14:31+00:00,1087,Independent,1087,Korean Restaurant,88,1,20,88,82,665,11
634,1128,20101,2013-02-02 23:49:28+00:00,972,Independent,972,Wine Bar,91,1,23,91,84,598,11
635,1131,20101,2013-02-07 14:49:55+00:00,718,Independent,718,Athletics & Sports,92,0,14,92,85,449,11
636,1132,20101,2013-02-07 19:01:37+00:00,382,Independent,382,Gym / Fitness Center,86,0,19,86,80,227,11
637,1134,20101,2013-02-11 08:27:56+00:00,716,Independent,716,Ski Area,56,0,8,56,52,447,11
638,1135,20101,2013-02-11 12:01:27+00:00,718,Independent,718,Athletics & Sports,92,0,12,92,85,449,11
639,1136,20101,2013-02-11 13:16:54+00:00,716,Independent,716,Ski Area,56,0,13,56,52,447,11
640,1139,20101,2013-02-17 10:39:14+00:00,716,Independent,716,Ski Area,56,1,10,56,52,447,11
641,1140,20101,2013-02-17 10:49:47+00:00,718,Independent,718,Athletics & Sports,92,1,10,92,85,449,11
642,1141,20101,2013-02-17 21:29:09+00:00,2214,Combined,39,Multiplex,39,1,21,2214,165,22,11
643,1144,20101,2013-02-25 13:39:39+00:00,716,Independent,716,Ski Area,56,0,13,56,52,447,11
644,1145,20101,2013-02-25 18:17:07+00:00,780,Independent,780,Gym,62,0,18,62,57,487,11
645,1147,20101,2013-03-05 08:36:31+00:00,716,Independent,716,Ski Area,56,0,8,56,52,447,11
646,1148,20101,2013-03-05 21:09:08+00:00,517,Independent,517,Tapas Restaurant,94,0,21,94,87,323,11
647,1149,20101,2013-03-06 08:29:14+00:00,716,Independent,716,Ski Area,56,0,8,56,52,447,11
648,1150,20101,2013-03-06 19:11:05+00:00,598,Independent,598,Automotive Shop,35,0,19,35,34,374,11
649,1156,20101,2013-03-15 13:33:14+00:00,473,Independent,473,Hotel,1,0,13,1,1,289,11
650,1157,20101,2013-03-15 22:07:27+00:00,509,Independent,509,Bar,5,0,22,5,5,316,11
651,1159,20101,2013-04-10 07:15:31+00:00,716,Independent,716,Ski Area,56,0,7,56,52,447,11
652,1160,20101,2013-04-10 13:25:27+00:00,718,Independent,718,Athletics & Sports,92,0,13,92,85,449,11
653,1163,20101,2013-04-15 08:14:13+00:00,716,Independent,716,Ski Area,56,0,8,56,52,447,11
654,1164,20101,2013-04-15 16:57:36+00:00,761,Independent,761,Restaurant,16,0,16,16,16,473,11
655,1165,20101,2013-04-17 07:15:42+00:00,518,Independent,518,Coffee Shop,6,0,7,6,6,324,11
656,1166,20101,2013-04-17 09:56:29+00:00,716,Independent,716,Ski Area,56,0,9,56,52,447,11
657,1167,20101,2013-04-17 14:41:48+00:00,1013,Independent,1013,Pet Store,61,0,14,61,56,622,11
658,1169,20101,2013-04-19 07:43:28+00:00,555,Independent,555,Coffee Shop,6,0,7,6,6,354,11
659,1170,20101,2013-04-19 11:24:59+00:00,718,Independent,718,Athletics & Sports,92,0,11,92,85,449,11
660,1173,20101,2013-05-02 07:49:00+00:00,555,Independent,555,Coffee Shop,6,0,7,6,6,354,11
661,1174,20101,2013-05-02 16:53:03+00:00,764,Independent,764,French Restaurant,89,0,16,89,83,476,11
662,1175,20101,2013-05-02 17:38:02+00:00,382,Independent,382,Gym / Fitness Center,86,0,17,86,80,227,11
663,1176,20101,2013-05-04 11:34:44+00:00,520,Independent,520,Burger Joint,49,1,11,49,45,326,11
664,1177,20101,2013-05-04 12:45:17+00:00,718,Independent,718,Athletics & Sports,92,1,12,92,85,449,11
665,1179,20101,2013-05-07 07:36:09+00:00,716,Independent,716,Ski Area,56,0,7,56,52,447,11
666,1180,20101,2013-05-07 17:20:24+00:00,382,Independent,382,Gym / Fitness Center,86,0,17,86,80,227,11
667,1181,20101,2013-05-08 07:41:56+00:00,555,Independent,555,Coffee Shop,6,0,7,6,6,354,11
668,1182,20101,2013-05-08 08:48:51+00:00,716,Independent,716,Ski Area,56,0,8,56,52,447,11
669,1185,20101,2013-05-11 08:58:41+00:00,716,Independent,716,Ski Area,56,1,8,56,52,447,11
670,1186,20101,2013-05-11 12:46:15+00:00,718,Independent,718,Athletics & Sports,92,1,12,92,85,449,11
671,1187,20101,2013-05-13 09:28:25+00:00,716,Independent,716,Ski Area,56,0,9,56,52,447,11
672,1188,20101,2013-05-13 14:12:47+00:00,717,Independent,717,History Museum,95,0,14,95,88,448,11
673,1189,20101,2013-05-14 07:27:19+00:00,716,Independent,716,Ski Area,56,0,7,56,52,447,11
674,1190,20101,2013-05-14 07:47:44+00:00,718,Independent,718,Athletics & Sports,92,0,7,92,85,449,11
675,1191,20101,2013-05-15 09:42:11+00:00,716,Independent,716,Ski Area,56,0,9,56,52,447,11
676,1192,20101,2013-05-15 16:06:07+00:00,717,Independent,717,History Museum,95,0,16,95,88,448,11
677,1193,20101,2013-05-15 18:58:16+00:00,382,Independent,382,Gym / Fitness Center,86,0,18,86,80,227,11
678,1194,20101,2013-05-16 07:51:01+00:00,716,Independent,716,Ski Area,56,0,7,56,52,447,11
679,1195,20101,2013-05-16 17:27:31+00:00,382,Independent,382,Gym / Fitness Center,86,0,17,86,80,227,11
680,1196,20101,2013-05-17 06:50:48+00:00,716,Independent,716,Ski Area,56,0,6,56,52,447,11
681,1197,20101,2013-05-17 23:56:49+00:00,436,Independent,436,Bar,5,0,23,5,5,260,11
682,1198,20101,2013-05-30 07:41:46+00:00,716,Independent,716,Ski Area,56,0,7,56,52,447,11
683,1199,20101,2013-05-30 14:48:54+00:00,718,Independent,718,Athletics & Sports,92,0,14,92,85,449,11
684,1202,20101,2013-06-06 07:54:53+00:00,555,Independent,555,Coffee Shop,6,0,7,6,6,354,11
685,1203,20101,2013-06-06 19:50:47+00:00,972,Independent,972,Wine Bar,91,0,19,91,84,598,11
686,1204,20101,2013-06-08 22:22:15+00:00,510,Independent,510,Bar,5,1,22,5,5,317,11
687,1205,20101,2013-06-08 23:16:49+00:00,436,Independent,436,Bar,5,1,23,5,5,260,11
688,1218,20101,2013-08-12 09:30:36+00:00,230,Independent,230,Automotive Shop,35,0,9,35,34,133,11
689,1219,20101,2013-08-12 10:41:18+00:00,716,Independent,716,Ski Area,56,0,10,56,52,447,11
690,1220,20101,2013-08-12 17:10:00+00:00,1072,Independent,1072,Bus Line,37,0,17,37,36,658,11
691,1221,20101,2013-08-17 12:12:21+00:00,291,Independent,291,Furniture / Home Store,69,1,12,69,63,166,11
692,1222,20101,2013-08-17 14:57:33+00:00,266,Independent,266,Automotive Shop,35,1,14,35,34,150,11
693,1223,20101,2013-08-18 11:23:50+00:00,716,Independent,716,Ski Area,56,1,11,56,52,447,11
694,1224,20101,2013-08-18 12:59:15+00:00,2300,Combined,693,Liquor Store,97,1,12,2300,173,433,11
695,1225,20101,2013-08-18 13:57:13+00:00,974,Independent,974,French Restaurant,89,1,13,89,83,600,11
696,1226,20101,2013-08-18 15:24:02+00:00,764,Independent,764,French Restaurant,89,1,15,89,83,476,11
697,1230,21164,2012-05-03 16:13:51+00:00,279,Independent,279,Yoga Studio,98,0,16,98,91,158,12
698,1231,21164,2012-05-03 18:51:53+00:00,433,Independent,433,Gastropub,12,0,18,12,12,258,12
699,1232,21164,2012-05-06 14:52:31+00:00,279,Independent,279,Yoga Studio,98,1,14,98,91,158,12
700,1233,21164,2012-05-06 19:17:24+00:00,531,Independent,531,Vegetarian / Vegan Restaurant,20,1,19,20,19,334,12
701,1234,21164,2012-05-06 20:50:13+00:00,473,Independent,473,Hotel,1,1,20,1,1,289,12
702,1235,21164,2012-05-06 22:10:23+00:00,966,Independent,966,Italian Restaurant,77,1,22,77,71,595,12
703,1236,21164,2012-05-07 12:59:08+00:00,1190,Independent,1190,Government Building,99,0,12,99,92,724,12
704,1237,21164,2012-05-07 13:08:41+00:00,492,Independent,492,French Restaurant,89,0,13,89,83,304,12
705,1238,21164,2012-05-08 16:03:41+00:00,279,Independent,279,Yoga Studio,98,0,16,98,91,158,12
706,1239,21164,2012-05-08 19:35:42+00:00,1018,Independent,1018,Restaurant,16,0,19,16,16,625,12
707,1242,21272,2012-04-07 12:36:34+00:00,2218,Combined,110,Salon / Barbershop,63,1,12,2218,169,58,13
708,1243,21272,2012-04-07 14:14:52+00:00,2301,Combined,238,Furniture / Home Store,69,1,14,2301,174,139,13
709,1244,21272,2012-04-07 18:20:08+00:00,2221,Combined,74,Vietnamese Restaurant,85,1,18,2221,172,41,13
710,1246,21272,2012-04-10 10:12:15+00:00,1105,Independent,1105,Coffee Shop,6,0,10,6,6,679,13
711,1247,21272,2012-04-10 15:36:17+00:00,1207,Independent,1207,Light Rail,18,0,15,18,17,737,13
712,1248,21272,2012-04-10 16:08:40+00:00,78,Independent,78,Grocery Store,30,0,16,30,29,45,13
713,1251,21272,2012-04-14 13:22:07+00:00,148,Independent,148,Hardware Store,29,1,13,29,28,85,13
714,1252,21272,2012-04-14 15:35:05+00:00,2301,Combined,238,Furniture / Home Store,69,1,15,2301,174,139,13
715,1253,21272,2012-04-14 17:04:36+00:00,2301,Combined,243,Coffee Shop,6,1,17,2301,174,143,13
716,1254,21272,2012-04-14 18:39:07+00:00,78,Independent,78,Grocery Store,30,1,18,30,29,45,13
717,1259,21272,2012-04-22 14:45:59+00:00,61,Independent,61,Caf,13,1,14,13,13,35,13
718,1260,21272,2012-04-22 20:22:42+00:00,78,Independent,78,Grocery Store,30,1,20,30,29,45,13
719,1261,21272,2012-04-24 10:52:08+00:00,1105,Independent,1105,Coffee Shop,6,0,10,6,6,679,13
720,1262,21272,2012-04-24 16:01:25+00:00,2221,Combined,73,Grocery Store,30,0,16,2221,172,40,13
721,1265,21272,2012-05-01 10:31:51+00:00,1105,Independent,1105,Coffee Shop,6,0,10,6,6,679,13
722,1266,21272,2012-05-01 15:56:42+00:00,78,Independent,78,Grocery Store,30,0,15,30,29,45,13
723,1271,21272,2012-05-17 11:15:02+00:00,1105,Independent,1105,Coffee Shop,6,0,11,6,6,679,13
724,1272,21272,2012-05-17 16:21:14+00:00,78,Independent,78,Grocery Store,30,0,16,30,29,45,13
725,1278,21272,2012-06-07 11:36:34+00:00,1105,Independent,1105,Coffee Shop,6,0,11,6,6,679,13
726,1279,21272,2012-06-07 17:54:53+00:00,496,Independent,496,Salon / Barbershop,63,0,17,63,58,307,13
727,1280,21272,2012-06-08 11:12:45+00:00,1102,Independent,1102,Restaurant,16,0,11,16,16,676,13
728,1281,21272,2012-06-08 17:24:23+00:00,961,Independent,961,American Restaurant,11,0,17,11,11,594,13
729,1296,21272,2012-11-22 11:18:36+00:00,1105,Independent,1105,Coffee Shop,6,0,11,6,6,679,13
730,1297,21272,2012-11-22 17:08:46+00:00,62,Independent,62,Pizza Place,15,0,17,15,15,36,13
731,1310,21272,2013-04-04 10:27:41+00:00,1103,Independent,1103,Restaurant,16,0,10,16,16,677,13
732,1311,21272,2013-04-04 19:31:55+00:00,362,Independent,362,Electronics Store,31,0,19,31,30,216,13
733,1315,21272,2013-04-12 10:24:18+00:00,2102,Combined,1256,Food Court,101,0,10,2102,146,768,13
734,1316,21272,2013-04-12 15:35:25+00:00,66,Independent,66,Burger Joint,49,0,15,49,45,37,13
735,1330,21588,2012-05-19 07:41:24+00:00,293,Independent,293,Caf,13,1,7,13,13,168,14
736,1331,21588,2012-05-19 14:01:31+00:00,127,Independent,127,Department Store,19,1,14,19,18,69,14
