,final_time,category_checkin,category_Pnum,category_stars,POI_id_stars,POI_id_Popular,Location_id_Popular,Combined_Category,Location_id,POI_id,POI_Type,Org_id,User_id,TimeStamp,Zone,Latitude,Longitude,Category,yelp_id,name,stars
829,2013-03-24 09:24:56+00:00,50.0,1,3.0,3.0,50.0,50,Drink,929,929,Independent,4b5e159df964a520d07c29e3,18173,Sun Mar 24 16:24:56 +0000 2013,-360,51.088476,-114.062929,Coffee Shop,nT15zgH_9EFINH84W7fxIg,Tim Hortons,3.0
830,2013-03-26 18:15:44+00:00,4.0,1,2.5,2.5,4.0,4,Shop,643,643,Independent,4baa7ec5f964a520f16e3ae3,18173,Wed Mar 27 01:15:44 +0000 2013,-360,51.148395,-114.072691,Gas Station / Garage,SeP1hWQd8HazBm1n5ofAVw,Petro-Canada,2.5
831,2013-03-29 11:34:23+00:00,13.0,1,3.5,3.4545454545454546,2.8181818181818183,13,Shop,612,2202,Combined,4b180d69f964a5201fcc23e3,18173,Fri Mar 29 18:34:23 +0000 2013,-360,51.15472000000001,-114.15528799999998,Grocery Store,z4NNAblWFtxNONBUCUY3uQ,Costco Wholesale,3.5
832,2013-03-29 12:03:24+00:00,3.0,1,3.0,3.0,3.0,3,Shop,632,632,Independent,4b5f5e4ff964a5206db629e3,18173,Fri Mar 29 19:03:24 +0000 2013,-360,51.161653,-114.06864,Grocery Store,Lym87uviWo9ieODU0qB1Xg,Real Canadian Superstore,3.0
833,2013-04-02 14:34:25+00:00,31.0,1,4.0,2.875,8.75,31,Art&Entertainment,648,2203,Combined,4b0586edf964a520e97522e3,18173,Tue Apr 02 21:34:25 +0000 2013,-360,51.155931,-114.067955,Movie Theater,0YoNwscylhufDwEAaWG0bQ,Landmark Cinemas,4.0
834,2013-04-03 18:28:18+00:00,6.0,1,4.0,3.625,4.25,6,Shop,944,2208,Combined,4b0586eef964a520517622e3,18173,Thu Apr 04 01:28:18 +0000 2013,-360,51.10813,-114.042292,Mall,DA3t19lYXx7kBuSNAMaqwQ,Deerfoot City,4.0
835,2013-04-04 11:02:29+00:00,50.0,1,3.0,3.0,50.0,50,Drink,929,929,Independent,4b5e159df964a520d07c29e3,18173,Thu Apr 04 18:02:29 +0000 2013,-360,51.088476,-114.062929,Coffee Shop,nT15zgH_9EFINH84W7fxIg,Tim Hortons,3.0
836,2013-04-08 12:51:30+00:00,50.0,1,3.0,3.0,50.0,50,Drink,929,929,Independent,4b5e159df964a520d07c29e3,18173,Mon Apr 08 19:51:30 +0000 2013,-360,51.088476,-114.062929,Coffee Shop,nT15zgH_9EFINH84W7fxIg,Tim Hortons,3.0
837,2013-04-18 06:20:12+00:00,2.0,1,2.0,2.0,2.0,2,Shop,900,900,Independent,4d6fe2c10d996dcbfbc4bd8e,18173,Thu Apr 18 13:20:12 +0000 2013,-360,51.080908,-113.989334,Automotive Shop,OI4mkofoKBDvOW5mpsHEiw,Sunridge Nissan,2.0
838,2013-04-22 08:14:24+00:00,50.0,1,3.0,3.0,50.0,50,Drink,929,929,Independent,4b5e159df964a520d07c29e3,18173,Mon Apr 22 15:14:24 +0000 2013,-360,51.088476,-114.062929,Coffee Shop,nT15zgH_9EFINH84W7fxIg,Tim Hortons,3.0
839,2013-04-22 18:34:51+00:00,8.0,1,2.0,3.625,4.25,8,Shop,943,2208,Combined,4b40f33bf964a52012be25e3,18173,Tue Apr 23 01:34:51 +0000 2013,-360,51.107214,-114.038,Department Store,M6UFUbDVwh3xX2VcsUpekA,Walmart,2.0
840,2013-05-02 11:08:29+00:00,50.0,1,3.0,3.0,50.0,50,Drink,929,929,Independent,4b5e159df964a520d07c29e3,18173,Thu May 02 18:08:29 +0000 2013,-360,51.088476,-114.062929,Coffee Shop,nT15zgH_9EFINH84W7fxIg,Tim Hortons,3.0
841,2013-05-04 10:58:36+00:00,6.0,1,2.5,3.2,3.8,6,Drink,638,2212,Combined,4b2673a0f964a520ba7b24e3,18173,Sat May 04 17:58:36 +0000 2013,-360,51.154671,-114.054129,Coffee Shop,W8f0UUpmVX5Vnar3TDNojg,Tim Hortons,2.5
842,2013-05-06 12:19:38+00:00,50.0,1,3.0,3.0,50.0,50,Drink,929,929,Independent,4b5e159df964a520d07c29e3,18173,Mon May 06 19:19:38 +0000 2013,-360,51.088476,-114.062929,Coffee Shop,nT15zgH_9EFINH84W7fxIg,Tim Hortons,3.0
843,2013-05-07 09:07:12+00:00,50.0,1,3.0,3.0,50.0,50,Drink,929,929,Independent,4b5e159df964a520d07c29e3,18173,Tue May 07 16:07:12 +0000 2013,-360,51.088476,-114.062929,Coffee Shop,nT15zgH_9EFINH84W7fxIg,Tim Hortons,3.0
844,2013-05-10 15:46:27+00:00,10.0,1,2.5,3.2,3.8,10,Shop,640,2212,Combined,4bc65860db8fa5936a3e9c37,18173,Fri May 10 22:46:27 +0000 2013,-360,51.155082,-114.057753,Grocery Store,uo7y7aiYXogfff_68TG9qw,Sobeys,2.5
845,2013-05-12 15:47:23+00:00,10.0,1,2.5,3.2,3.8,10,Shop,640,2212,Combined,4bc65860db8fa5936a3e9c37,18173,Sun May 12 22:47:23 +0000 2013,-360,51.155082,-114.057753,Grocery Store,uo7y7aiYXogfff_68TG9qw,Sobeys,2.5
846,2013-05-12 16:34:12+00:00,1.0,1,4.0,3.2,3.8,1,Shop,639,2212,Combined,4dbc7457cda109aa6c9c5616,18173,Sun May 12 23:34:12 +0000 2013,-360,51.154891,-114.055031,Gift Shop,pdKi9ZImadlFsGSqfN5Evg,Creative Edge Flowers,4.0
847,2013-06-14 08:54:56+00:00,50.0,1,3.0,3.0,50.0,50,Drink,929,929,Independent,4b5e159df964a520d07c29e3,18173,Fri Jun 14 15:54:56 +0000 2013,-360,51.088476,-114.062929,Coffee Shop,nT15zgH_9EFINH84W7fxIg,Tim Hortons,3.0
848,2013-06-16 08:54:26+00:00,50.0,1,3.0,3.0,50.0,50,Drink,929,929,Independent,4b5e159df964a520d07c29e3,18173,Sun Jun 16 15:54:26 +0000 2013,-360,51.088476,-114.062929,Coffee Shop,nT15zgH_9EFINH84W7fxIg,Tim Hortons,3.0
849,2013-07-05 15:55:27+00:00,2.0,1,1.5,2.875,2.0,2,Shop,636,2100,Combined,4b5b48e7f964a52085f128e3,18173,Fri Jul 05 22:55:27 +0000 2013,-360,51.161799,-114.064865,Electronics Store,ExaAeTLjvDOOSekb4LoQiQ,Future Shop,1.5
850,2013-07-08 09:02:03+00:00,6.0,1,4.0,3.625,4.25,6,Shop,944,2208,Combined,4b0586eef964a520517622e3,18173,Mon Jul 08 16:02:03 +0000 2013,-360,51.10813,-114.042292,Mall,DA3t19lYXx7kBuSNAMaqwQ,Deerfoot City,4.0
851,2013-07-14 09:53:11+00:00,50.0,1,3.0,3.0,50.0,50,Drink,929,929,Independent,4b5e159df964a520d07c29e3,18173,Sun Jul 14 16:53:11 +0000 2013,-360,51.088476,-114.062929,Coffee Shop,nT15zgH_9EFINH84W7fxIg,Tim Hortons,3.0
852,2012-07-27 21:34:28+00:00,1.0,1,1.5,1.5,1.0,1,Food,1171,1171,Independent,4baba21ef964a52020bb3ae3,18260,Sat Jul 28 04:34:28 +0000 2012,-360,51.049742,-114.072402,Indian Restaurant,RrapAhd8ZxCj-iue7fu9FA,Ganga Restaurant,1.5
853,2012-07-28 04:45:18+00:00,24.0,1,3.5,3.5,24.0,24,Travel Spot,1181,1181,Independent,4b0586e6f964a5209f7322e3,18260,Sat Jul 28 11:45:18 +0000 2012,-360,51.04996,-114.06965,Hotel,fbbO2vNsYPhi11Se7T95lQ,The Westin Calgary,3.5
854,2012-07-28 07:52:11+00:00,5.0,1,3.5,3.5,5.0,5,Drink,1182,1182,Independent,4b31484cf964a520df0325e3,18260,Sat Jul 28 14:52:11 +0000 2012,-360,51.049652,-114.069732,Coffee Shop,RquAcUUATxCkOlaqoUcVJg,Starbucks,3.5
855,2012-07-28 10:50:04+00:00,24.0,1,3.5,3.5,24.0,24,Travel Spot,1181,1181,Independent,4b0586e6f964a5209f7322e3,18260,Sat Jul 28 17:50:04 +0000 2012,-360,51.04996,-114.06965,Hotel,fbbO2vNsYPhi11Se7T95lQ,The Westin Calgary,3.5
856,2012-04-03 17:26:55+00:00,6.0,1,4.0,4.0,6.0,6,Food,530,530,Independent,4c82ea6d47cc224b10008b9f,18568,Wed Apr 04 00:26:55 +0000 2012,-360,51.037858,-114.083022,Vegetarian / Vegan Restaurant,9tgJbLfCQcZ35-TSabZOfA,The Coup,4.0
857,2012-04-09 10:11:12+00:00,44.0,1,2.0,2.0,44.0,44,Art&Entertainment,142,142,Independent,4b58ca2ef964a520566b28e3,18568,Mon Apr 09 17:11:12 +0000 2012,-360,50.91607800000001,-113.962297,Gym,3xT7iTYsZFpLzhI1cRVQWg,GoodLife Fitness,2.0
858,2012-04-12 14:51:22+00:00,11.0,1,1.5,1.5,11.0,11,Shop,604,604,Independent,4ccf71ac7b685481eed3bbf8,18568,Thu Apr 12 21:51:22 +0000 2012,-360,51.131059,-114.008721,Rental Car Location,CEA3qbFhIHMhp1Ndpuunww,Budget Car & Truck Rental,1.5
859,2012-04-12 20:42:32+00:00,17.0,1,4.0,4.0,17.0,17,Food,531,531,Independent,4b05ad3ff964a520d2e022e3,18568,Fri Apr 13 03:42:32 +0000 2012,-360,51.037868,-114.083204,Vegetarian / Vegan Restaurant,9tgJbLfCQcZ35-TSabZOfA,The Coup,4.0
860,2012-04-13 03:10:32+00:00,22.0,1,3.0,3.0,22.0,22,Nightlife Spot,390,390,Independent,4b7a0f40f964a5203f212fe3,18568,Fri Apr 13 10:10:32 +0000 2012,-360,51.037913,-114.09349,Pub,T1HrlHN5mbT2WGtcfzaf4A,1410 World Bier Haus,3.0
861,2012-04-13 20:49:20+00:00,22.0,1,3.0,3.0,22.0,22,Nightlife Spot,390,390,Independent,4b7a0f40f964a5203f212fe3,18568,Sat Apr 14 03:49:20 +0000 2012,-360,51.037913,-114.09349,Pub,T1HrlHN5mbT2WGtcfzaf4A,1410 World Bier Haus,3.0
862,2012-04-13 23:19:59+00:00,22.0,1,3.0,3.0,22.0,22,Nightlife Spot,390,390,Independent,4b7a0f40f964a5203f212fe3,18568,Sat Apr 14 06:19:59 +0000 2012,-360,51.037913,-114.09349,Pub,T1HrlHN5mbT2WGtcfzaf4A,1410 World Bier Haus,3.0
863,2012-04-14 10:35:41+00:00,17.0,1,4.0,4.0,17.0,17,Food,531,531,Independent,4b05ad3ff964a520d2e022e3,18568,Sat Apr 14 17:35:41 +0000 2012,-360,51.037868,-114.083204,Vegetarian / Vegan Restaurant,9tgJbLfCQcZ35-TSabZOfA,The Coup,4.0
864,2012-04-16 10:46:23+00:00,44.0,1,2.0,2.0,44.0,44,Art&Entertainment,142,142,Independent,4b58ca2ef964a520566b28e3,18568,Mon Apr 16 17:46:23 +0000 2012,-360,50.91607800000001,-113.962297,Gym,3xT7iTYsZFpLzhI1cRVQWg,GoodLife Fitness,2.0
865,2012-04-16 12:36:36+00:00,8.0,2,3.25,3.5277777777777777,4.111111111111111,10,Food,318,2216,Combined,4b5cf592f964a520a54c29e3,18568,Mon Apr 16 19:36:36 +0000 2012,-360,50.996121,-114.073207,American Restaurant,6wr8nHxkj9dDzp0jzd38Kw,JOEY Chinook,3.5
866,2012-04-17 05:31:02+00:00,44.0,1,2.0,2.0,44.0,44,Art&Entertainment,142,142,Independent,4b58ca2ef964a520566b28e3,18568,Tue Apr 17 12:31:02 +0000 2012,-360,50.91607800000001,-113.962297,Gym,3xT7iTYsZFpLzhI1cRVQWg,GoodLife Fitness,2.0
867,2012-04-18 11:51:02+00:00,17.0,1,4.0,4.0,17.0,17,Food,531,531,Independent,4b05ad3ff964a520d2e022e3,18568,Wed Apr 18 18:51:02 +0000 2012,-360,51.037868,-114.083204,Vegetarian / Vegan Restaurant,9tgJbLfCQcZ35-TSabZOfA,The Coup,4.0
868,2012-04-18 14:11:19+00:00,4.0,1,2.5,2.5,4.0,4,Shop,434,434,Independent,4d433e2b15aa8cfa7115fb99,18568,Wed Apr 18 21:11:19 +0000 2012,-360,51.042886,-114.07613700000002,Cosmetics Shop,CxtQzjowbMDU-U-_yOrnMg,Impactful Beauty,2.5
869,2012-04-19 11:39:48+00:00,11.0,1,3.5,3.5277777777777777,4.111111111111111,11,Shop,317,2216,Combined,4b9b0c49f964a52099ee35e3,18568,Thu Apr 19 18:39:48 +0000 2012,-360,50.99585,-114.073997,Bookstore,c8hEqDJbVOpDZYWKpzKfNA,Chapters,3.5
870,2012-04-20 09:20:42+00:00,44.0,1,2.0,2.0,44.0,44,Art&Entertainment,142,142,Independent,4b58ca2ef964a520566b28e3,18568,Fri Apr 20 16:20:42 +0000 2012,-360,50.91607800000001,-113.962297,Gym,3xT7iTYsZFpLzhI1cRVQWg,GoodLife Fitness,2.0
871,2012-04-20 12:03:33+00:00,17.0,1,4.0,4.0,17.0,17,Food,531,531,Independent,4b05ad3ff964a520d2e022e3,18568,Fri Apr 20 19:03:33 +0000 2012,-360,51.037868,-114.083204,Vegetarian / Vegan Restaurant,9tgJbLfCQcZ35-TSabZOfA,The Coup,4.0
872,2012-04-21 10:16:27+00:00,13.0,1,4.0,4.0,13.0,13,Drink,533,533,Independent,4b299480f964a52039a124e3,18568,Sat Apr 21 17:16:27 +0000 2012,-360,51.038151,-114.084282,Coffee Shop,ud-OcPc0KQP-M1U1EpT1rw,Caffe Beano,4.0
873,2012-05-06 10:45:17+00:00,11.0,1,2.0,2.0,11.0,11,Shop,605,605,Independent,4e406faa18389e021462d9a9,18568,Sun May 06 17:45:17 +0000 2012,-360,51.131027,-114.009943,Rental Car Location,Xu6c0N-ijmDLaB_bWYRYtA,Hertz Rent A Car,2.0
874,2012-05-06 13:00:43+00:00,17.0,1,4.0,4.0,17.0,17,Food,531,531,Independent,4b05ad3ff964a520d2e022e3,18568,Sun May 06 20:00:43 +0000 2012,-360,51.037868,-114.083204,Vegetarian / Vegan Restaurant,9tgJbLfCQcZ35-TSabZOfA,The Coup,4.0
875,2012-05-09 10:08:26+00:00,44.0,1,2.0,2.0,44.0,44,Art&Entertainment,142,142,Independent,4b58ca2ef964a520566b28e3,18568,Wed May 09 17:08:26 +0000 2012,-360,50.91607800000001,-113.962297,Gym,3xT7iTYsZFpLzhI1cRVQWg,GoodLife Fitness,2.0
876,2012-05-10 11:13:26+00:00,44.0,1,2.0,2.0,44.0,44,Art&Entertainment,142,142,Independent,4b58ca2ef964a520566b28e3,18568,Thu May 10 18:13:26 +0000 2012,-360,50.91607800000001,-113.962297,Gym,3xT7iTYsZFpLzhI1cRVQWg,GoodLife Fitness,2.0
877,2012-05-11 17:02:28+00:00,6.0,1,4.0,4.0,6.0,6,Food,530,530,Independent,4c82ea6d47cc224b10008b9f,18568,Sat May 12 00:02:28 +0000 2012,-360,51.037858,-114.083022,Vegetarian / Vegan Restaurant,9tgJbLfCQcZ35-TSabZOfA,The Coup,4.0
878,2012-05-11 17:02:42+00:00,17.0,1,4.0,4.0,17.0,17,Food,531,531,Independent,4b05ad3ff964a520d2e022e3,18568,Sat May 12 00:02:42 +0000 2012,-360,51.037868,-114.083204,Vegetarian / Vegan Restaurant,9tgJbLfCQcZ35-TSabZOfA,The Coup,4.0
879,2012-05-11 18:34:43+00:00,148.0,1,3.5,3.5,148.0,148,Outdoor,405,405,Independent,4b15508cf964a520c3b023e3,18568,Sat May 12 01:34:43 +0000 2012,-360,51.037535,-114.051733,Stadium,fAczVm0LU-mmIPRz1VIIYA,Scotiabank Saddledome,3.5
880,2012-05-11 22:27:51+00:00,9.0,1,3.5,3.5,9.0,9,Art&Entertainment,474,474,Independent,4b0586ecf964a520d67522e3,18568,Sat May 12 05:27:51 +0000 2012,-360,51.037408,-114.060752,Casino,dkYxm9XJ0jKQ1LcuI829tg,Elbow River Casino,3.5
881,2012-05-13 14:24:59+00:00,11.0,1,3.5,3.5277777777777777,4.111111111111111,11,Shop,317,2216,Combined,4b9b0c49f964a52099ee35e3,18568,Sun May 13 21:24:59 +0000 2012,-360,50.99585,-114.073997,Bookstore,c8hEqDJbVOpDZYWKpzKfNA,Chapters,3.5
882,2012-05-13 18:14:55+00:00,6.0,1,4.0,4.0,6.0,6,Food,530,530,Independent,4c82ea6d47cc224b10008b9f,18568,Mon May 14 01:14:55 +0000 2012,-360,51.037858,-114.083022,Vegetarian / Vegan Restaurant,9tgJbLfCQcZ35-TSabZOfA,The Coup,4.0
883,2012-05-14 17:38:04+00:00,2.0,3,2.833333333333333,3.2142857142857144,3.8571428571428568,3,Shop,699,2300,Combined,4c7527573adda143c97106af,18568,Tue May 15 00:38:04 +0000 2012,-360,51.12841,-114.204721,Automotive Shop,UOyI-9-1xg9cwVz2zINvWw,BMW Gallery,3.5
884,2012-05-14 21:54:38+00:00,8.0,1,4.5,4.5,8.0,8,Nightlife Spot,482,482,Independent,4b0586e8f964a5204d7422e3,18568,Tue May 15 04:54:38 +0000 2012,-360,51.041398,-114.066022,Bar,wCT31SjWP6MkDJ-OyGk-8A,Leopold's Tavern,4.5
885,2012-05-17 12:35:33+00:00,8.0,2,3.25,3.5277777777777777,4.111111111111111,10,Food,318,2216,Combined,4b5cf592f964a520a54c29e3,18568,Thu May 17 19:35:33 +0000 2012,-360,50.996121,-114.073207,American Restaurant,6wr8nHxkj9dDzp0jzd38Kw,JOEY Chinook,3.5
886,2012-05-18 19:50:31+00:00,22.0,1,3.0,3.0,22.0,22,Nightlife Spot,390,390,Independent,4b7a0f40f964a5203f212fe3,18568,Sat May 19 02:50:31 +0000 2012,-360,51.037913,-114.09349,Pub,T1HrlHN5mbT2WGtcfzaf4A,1410 World Bier Haus,3.0
887,2012-05-18 19:57:48+00:00,13.0,1,4.0,4.0,13.0,13,Drink,533,533,Independent,4b299480f964a52039a124e3,18568,Sat May 19 02:57:48 +0000 2012,-360,51.038151,-114.084282,Coffee Shop,ud-OcPc0KQP-M1U1EpT1rw,Caffe Beano,4.0
888,2012-05-18 20:12:33+00:00,4.0,1,4.0,4.0,4.0,4,Food,799,799,Independent,4eab6d9e9a522a65af2b1563,18568,Sat May 19 03:12:33 +0000 2012,-360,51.060465,-114.062042,Restaurant,cgNGE9wZMedmfNOGIGi0fQ,Po-ke,4.0
889,2012-05-19 12:05:21+00:00,6.0,1,4.0,4.0,6.0,6,Shop,522,522,Independent,4ba96258f964a5208c233ae3,18568,Sat May 19 19:05:21 +0000 2012,-360,51.03771500000001,-114.079571,Drugstore / Pharmacy,i5k6adxc1CsMxdp4bCt6Dw,Shoppers Drug Mart,4.0
890,2012-05-21 10:13:00+00:00,4.0,1,4.0,4.0,4.0,4,Travel Spot,890,890,Independent,4b9011ddf964a520af7333e3,18568,Mon May 21 17:13:00 +0000 2012,-360,51.077457,-114.003429,Hotel,GFqB08cKHVnO4LWgwIQfDw,Executive Royal Hotel,4.0
891,2012-05-21 10:13:58+00:00,19.0,1,3.0,3.0,19.0,19,Drink,886,886,Independent,4b6c7f2ef964a520cf3e2ce3,18568,Mon May 21 17:13:58 +0000 2012,-360,51.072672,-114.000822,Coffee Shop,ojmUat9X2l2VYhstpLyX9Q,Tim Hortons,3.0
892,2012-05-21 11:41:25+00:00,11.0,1,2.0,2.0,11.0,11,Shop,605,605,Independent,4e406faa18389e021462d9a9,18568,Mon May 21 18:41:25 +0000 2012,-360,51.131027,-114.009943,Rental Car Location,Xu6c0N-ijmDLaB_bWYRYtA,Hertz Rent A Car,2.0
893,2012-05-21 12:24:05+00:00,6.0,1,3.5,3.2142857142857144,9.0,6,Shop,331,2301,Combined,4b5500ecf964a5206fd727e3,18568,Mon May 21 19:24:05 +0000 2012,-360,50.986081,-114.041925,Grocery Store,cnccLzpxDEo2Vi1XzJ_JLQ,Real Canadian Superstore,3.5
894,2012-05-21 13:24:40+00:00,4.0,1,3.5,3.5,4.0,4,Nightlife Spot,207,207,Independent,4b0586e9f964a520947422e3,18568,Mon May 21 20:24:40 +0000 2012,-360,50.980206,-114.07567,Bar,hiFa3avDSwpdpKbQKRAYgw,Atlantic Trap & Gill Pub,3.5
895,2012-05-21 16:15:14+00:00,22.0,2,3.25,3.2142857142857144,9.0,42,Shop,238,2301,Combined,4b6c7c4af964a520ee3d2ce3,18568,Mon May 21 23:15:14 +0000 2012,-360,50.980506,-114.041948,Furniture / Home Store,UScXRDCz535-5MOkpoJyqw,IKEA,3.0
896,2012-05-21 17:36:24+00:00,13.0,1,4.0,4.0,13.0,13,Drink,533,533,Independent,4b299480f964a52039a124e3,18568,Tue May 22 00:36:24 +0000 2012,-360,51.038151,-114.084282,Coffee Shop,ud-OcPc0KQP-M1U1EpT1rw,Caffe Beano,4.0
897,2012-05-22 08:44:38+00:00,44.0,1,2.0,2.0,44.0,44,Art&Entertainment,142,142,Independent,4b58ca2ef964a520566b28e3,18568,Tue May 22 15:44:38 +0000 2012,-360,50.91607800000001,-113.962297,Gym,3xT7iTYsZFpLzhI1cRVQWg,GoodLife Fitness,2.0
898,2012-05-23 18:18:11+00:00,11.0,1,3.0,3.0,11.0,11,Shop,350,350,Independent,4b468466f964a520352326e3,18568,Thu May 24 01:18:11 +0000 2012,-360,50.997051,-114.068884,Pet Store,TzGidXF_Cfwwtw8pL9wQyg,PetSmart,3.0
899,2012-05-25 09:04:16+00:00,44.0,1,2.0,2.0,44.0,44,Art&Entertainment,142,142,Independent,4b58ca2ef964a520566b28e3,18568,Fri May 25 16:04:16 +0000 2012,-360,50.91607800000001,-113.962297,Gym,3xT7iTYsZFpLzhI1cRVQWg,GoodLife Fitness,2.0
900,2012-05-25 11:19:51+00:00,6.0,1,3.5,3.2142857142857144,9.0,6,Shop,331,2301,Combined,4b5500ecf964a5206fd727e3,18568,Fri May 25 18:19:51 +0000 2012,-360,50.986081,-114.041925,Grocery Store,cnccLzpxDEo2Vi1XzJ_JLQ,Real Canadian Superstore,3.5
901,2012-05-25 12:00:16+00:00,4.0,1,2.5,2.5,4.0,4,Shop,434,434,Independent,4d433e2b15aa8cfa7115fb99,18568,Fri May 25 19:00:16 +0000 2012,-360,51.042886,-114.07613700000002,Cosmetics Shop,CxtQzjowbMDU-U-_yOrnMg,Impactful Beauty,2.5
902,2012-05-29 10:15:39+00:00,44.0,1,2.0,2.0,44.0,44,Art&Entertainment,142,142,Independent,4b58ca2ef964a520566b28e3,18568,Tue May 29 17:15:39 +0000 2012,-360,50.91607800000001,-113.962297,Gym,3xT7iTYsZFpLzhI1cRVQWg,GoodLife Fitness,2.0
903,2012-05-29 11:38:06+00:00,17.0,1,4.0,4.0,17.0,17,Food,531,531,Independent,4b05ad3ff964a520d2e022e3,18568,Tue May 29 18:38:06 +0000 2012,-360,51.037868,-114.083204,Vegetarian / Vegan Restaurant,9tgJbLfCQcZ35-TSabZOfA,The Coup,4.0
904,2012-06-06 08:51:15+00:00,44.0,1,2.0,2.0,44.0,44,Art&Entertainment,142,142,Independent,4b58ca2ef964a520566b28e3,18568,Wed Jun 06 15:51:15 +0000 2012,-360,50.91607800000001,-113.962297,Gym,3xT7iTYsZFpLzhI1cRVQWg,GoodLife Fitness,2.0
905,2012-06-06 17:22:32+00:00,16.0,1,3.5,3.5,16.0,16,Food,445,445,Independent,4d65ca18cfd48eec7c03e697,18568,Thu Jun 07 00:22:32 +0000 2012,-360,51.030714,-114.0717,Restaurant,ZU4sZ0_PB918bK9h6z9l0w,WURST ?berkitchen. Wunderbar,3.5
906,2012-06-08 09:52:49+00:00,44.0,1,2.0,2.0,44.0,44,Art&Entertainment,142,142,Independent,4b58ca2ef964a520566b28e3,18568,Fri Jun 08 16:52:49 +0000 2012,-360,50.91607800000001,-113.962297,Gym,3xT7iTYsZFpLzhI1cRVQWg,GoodLife Fitness,2.0
907,2012-06-09 08:37:57+00:00,44.0,1,2.0,2.0,44.0,44,Art&Entertainment,142,142,Independent,4b58ca2ef964a520566b28e3,18568,Sat Jun 09 15:37:57 +0000 2012,-360,50.91607800000001,-113.962297,Gym,3xT7iTYsZFpLzhI1cRVQWg,GoodLife Fitness,2.0
908,2012-06-09 16:01:21+00:00,21.0,1,3.5,3.5,21.0,21,Shop,442,442,Independent,4bb90f4598c7ef3bd1be3102,18568,Sat Jun 09 23:01:21 +0000 2012,-360,51.043202,-114.087481,Grocery Store,mzvxXwPKkl7TCK1tEZr5dQ,Co-op,3.5
909,2012-06-16 14:44:42+00:00,8.0,2,3.25,3.5277777777777777,4.111111111111111,10,Food,318,2216,Combined,4b5cf592f964a520a54c29e3,18568,Sat Jun 16 21:44:42 +0000 2012,-360,50.996121,-114.073207,American Restaurant,6wr8nHxkj9dDzp0jzd38Kw,JOEY Chinook,3.5
910,2012-06-16 17:59:40+00:00,7.0,1,3.0,3.75,3.5,7,Art&Entertainment,1164,2103,Combined,4b0586edf964a520eb7522e3,18568,Sun Jun 17 00:59:40 +0000 2012,-360,51.052491,-114.068333,Multiplex,Jw41bQExdijm7gSaZ_C3YA,Cineplex,3.0
911,2012-06-17 14:03:43+00:00,11.0,1,3.5,3.5277777777777777,4.111111111111111,11,Shop,317,2216,Combined,4b9b0c49f964a52099ee35e3,18568,Sun Jun 17 21:03:43 +0000 2012,-360,50.99585,-114.073997,Bookstore,c8hEqDJbVOpDZYWKpzKfNA,Chapters,3.5
912,2012-06-17 15:05:26+00:00,7.0,1,3.0,3.75,3.5,7,Art&Entertainment,1164,2103,Combined,4b0586edf964a520eb7522e3,18568,Sun Jun 17 22:05:26 +0000 2012,-360,51.052491,-114.068333,Multiplex,Jw41bQExdijm7gSaZ_C3YA,Cineplex,3.0
913,2012-06-17 17:49:37+00:00,13.0,1,4.5,4.5,13.0,13,Outdoor,768,768,Independent,4b0586e9f964a520cf7422e3,18568,Mon Jun 18 00:49:37 +0000 2012,-360,51.054884,-114.069929,Park,1ncSALzUfiq7SnscuSGncQ,Prince's Island Park,4.5
914,2012-06-18 06:09:19+00:00,11.0,1,1.5,1.5,11.0,11,Shop,604,604,Independent,4ccf71ac7b685481eed3bbf8,18568,Mon Jun 18 13:09:19 +0000 2012,-360,51.131059,-114.008721,Rental Car Location,CEA3qbFhIHMhp1Ndpuunww,Budget Car & Truck Rental,1.5
915,2012-06-18 06:09:45+00:00,11.0,1,2.0,2.0,11.0,11,Shop,605,605,Independent,4e406faa18389e021462d9a9,18568,Mon Jun 18 13:09:45 +0000 2012,-360,51.131027,-114.009943,Rental Car Location,Xu6c0N-ijmDLaB_bWYRYtA,Hertz Rent A Car,2.0
916,2012-06-18 09:26:36+00:00,44.0,1,2.0,2.0,44.0,44,Art&Entertainment,142,142,Independent,4b58ca2ef964a520566b28e3,18568,Mon Jun 18 16:26:36 +0000 2012,-360,50.91607800000001,-113.962297,Gym,3xT7iTYsZFpLzhI1cRVQWg,GoodLife Fitness,2.0
917,2012-06-30 12:13:58+00:00,44.0,1,2.0,2.0,44.0,44,Art&Entertainment,142,142,Independent,4b58ca2ef964a520566b28e3,18568,Sat Jun 30 19:13:58 +0000 2012,-360,50.91607800000001,-113.962297,Gym,3xT7iTYsZFpLzhI1cRVQWg,GoodLife Fitness,2.0
918,2012-06-30 17:57:21+00:00,80.0,1,2.5,2.5,80.0,80,Nightlife Spot,425,425,Independent,4dfaa9d31f6eeef806a8964e,18568,Sun Jul 01 00:57:21 +0000 2012,-360,51.04331,-114.07023,Pub,yL_bdAZxiSBFvwlPm5WK6g,The Whiskey,2.5
919,2012-07-03 08:27:42+00:00,11.0,1,2.0,2.0,11.0,11,Shop,605,605,Independent,4e406faa18389e021462d9a9,18568,Tue Jul 03 15:27:42 +0000 2012,-360,51.131027,-114.009943,Rental Car Location,Xu6c0N-ijmDLaB_bWYRYtA,Hertz Rent A Car,2.0
