POI_id_Longitude,POI_id_Latitude,Local_sg_time,category_checkin,category_Pnum,category_stars,POI_id_stars,POI_id_Popular,Location_id_Popular,Combined_Category,Location_id,POI_id,POI_Type,User_id,TimeStamp,Latitude,Longitude,stars,time,weekend,hour,L2_id,new_id
-114.065187,51.043633,2012-10-12 23:52:08+00:00,16,1,3.5,3.5,16,16,Nightlife Spot,418,418,Independent,35543,Sat Oct 13 06:52:08 +0000 2012,51.043633,-114.065187,3.5,23:52:08,0,23,3,3
-114.0725,50.9841,2012-10-28 11:39:06+00:00,3,1,4,4,3,3,Food,294,294,Independent,36722,Sun Oct 28 18:39:06 +0000 2012,50.9841,-114.0725,4,11:39:06,1,11,103,103
-114.074089,50.98792,2012-10-31 11:11:00+00:00,10,1,3.5,3.5,10,10,Food,302,302,Independent,36722,Wed Oct 31 18:11:00 +0000 2012,50.98792,-114.074089,3.5,11:11:00,0,11,24,24
-114.058828,51.049523,2012-11-01 06:58:37+00:00,1,1,5,5,1,1,Outdoor,1189,1189,Independent,36722,Thu Nov 01 13:58:37 +0000 2012,51.049523,-114.058828,5,6:58:37,0,6,99,99
-114.051733,51.037535,2012-11-09 18:04:58+00:00,148,1,3.5,3.5,148,148,Outdoor,405,405,Independent,36722,Sat Nov 10 01:04:58 +0000 2012,51.037535,-114.051733,3.5,18:04:58,0,18,0,0
-114.072825,50.984191,2012-11-16 09:25:29+00:00,44,1,3.5,3.5,44,44,Food,293,293,Independent,36722,Fri Nov 16 16:25:29 +0000 2012,50.984191,-114.072825,3.5,9:25:29,0,9,13,13
-114.072839,50.984066,2012-11-16 12:32:20+00:00,2,1,4.5,4.5,2,2,Food,296,296,Independent,36722,Fri Nov 16 19:32:20 +0000 2012,50.984066,-114.072839,4.5,12:32:20,0,12,80,80
-114.062943,51.001801,2012-11-16 15:26:10+00:00,9,1,4,4,9,9,Shop,362,362,Independent,36722,Fri Nov 16 22:26:10 +0000 2012,51.001801,-114.062943,4,15:26:10,0,15,31,31
-114.0725,50.9841,2012-11-17 12:03:46+00:00,3,1,4,4,3,3,Food,294,294,Independent,36722,Sat Nov 17 19:03:46 +0000 2012,50.9841,-114.0725,4,12:03:46,1,12,103,103
-114.072846,50.984176,2012-11-22 11:54:14+00:00,17,1,3.5,3.5,17,17,Food,292,292,Independent,36722,Thu Nov 22 18:54:14 +0000 2012,50.984176,-114.072846,3.5,11:54:14,0,11,13,13
-114.072825,50.984191,2012-11-23 09:08:28+00:00,44,1,3.5,3.5,44,44,Food,293,293,Independent,36722,Fri Nov 23 16:08:28 +0000 2012,50.984191,-114.072825,3.5,9:08:28,0,9,13,13
-114.051733,51.037535,2012-11-23 19:08:28+00:00,148,1,3.5,3.5,148,148,Outdoor,405,405,Independent,36722,Sat Nov 24 02:08:28 +0000 2012,51.037535,-114.051733,3.5,19:08:28,0,19,0,0
-114.072825,50.984191,2012-11-24 09:03:11+00:00,44,1,3.5,3.5,44,44,Food,293,293,Independent,36722,Sat Nov 24 16:03:11 +0000 2012,50.984191,-114.072825,3.5,9:03:11,1,9,13,13
-114.07567,50.980206,2012-11-25 15:40:32+00:00,4,1,3.5,3.5,4,4,Nightlife Spot,207,207,Independent,36722,Sun Nov 25 22:40:32 +0000 2012,50.980206,-114.07567,3.5,15:40:32,1,15,5,5
-114.062024,51.014666,2012-11-30 14:36:16+00:00,2,1,3.5,3.5,2,2,Shop,380,380,Independent,36722,Fri Nov 30 21:36:16 +0000 2012,51.014666,-114.062024,3.5,14:36:16,0,14,36,36
-114.072846,50.984176,2012-12-08 09:03:29+00:00,17,1,3.5,3.5,17,17,Food,292,292,Independent,36722,Sat Dec 08 16:03:29 +0000 2012,50.984176,-114.072846,3.5,9:03:29,1,9,13,13
-114.072846,50.984176,2012-12-09 11:59:03+00:00,17,1,3.5,3.5,17,17,Food,292,292,Independent,36722,Sun Dec 09 18:59:03 +0000 2012,50.984176,-114.072846,3.5,11:59:03,1,11,13,13
-114.072825,50.984191,2012-12-14 09:37:02+00:00,44,1,3.5,3.5,44,44,Food,293,293,Independent,36722,Fri Dec 14 16:37:02 +0000 2012,50.984191,-114.072825,3.5,9:37:02,0,9,13,13
-114.051733,51.037535,2012-12-15 18:38:40+00:00,148,1,3.5,3.5,148,148,Outdoor,405,405,Independent,36722,Sun Dec 16 01:38:40 +0000 2012,51.037535,-114.051733,3.5,18:38:40,1,18,0,0
-114.072754,50.984085,2012-12-19 10:14:37+00:00,4,1,4.5,4.5,4,4,Food,295,295,Independent,36722,Wed Dec 19 17:14:37 +0000 2012,50.984085,-114.072754,4.5,10:14:37,0,10,77,77
-114.058189,51.066527,2013-01-02 19:48:50+00:00,12,1,3.5,3.5,12,12,Food,811,811,Independent,36722,Thu Jan 03 02:48:50 +0000 2013,51.066527,-114.058189,3.5,19:48:50,0,19,24,24
-114.072825,50.984191,2013-01-03 09:02:14+00:00,44,1,3.5,3.5,44,44,Food,293,293,Independent,36722,Thu Jan 03 16:02:14 +0000 2013,50.984191,-114.072825,3.5,9:02:14,0,9,13,13
-114.04232,50.98348,2013-01-03 18:44:17+00:00,22,2,3.25,3.214285714,9,42,Shop,238,2301,Combined,36722,Fri Jan 04 01:44:17 +0000 2013,50.980506,-114.041948,3,18:44:17,0,18,69,2301
-114.072846,50.984176,2013-01-05 09:17:28+00:00,17,1,3.5,3.5,17,17,Food,292,292,Independent,36722,Sat Jan 05 16:17:28 +0000 2013,50.984176,-114.072846,3.5,9:17:28,1,9,13,13
-114.07363,50.99811,2013-01-07 13:00:50+00:00,11,1,3.5,3.527777778,4.111111111,11,Shop,317,2216,Combined,36722,Mon Jan 07 20:00:50 +0000 2013,50.99585,-114.073997,3.5,13:00:50,0,13,23,2216
-114.04232,50.98348,2013-01-07 16:28:14+00:00,22,2,3.25,3.214285714,9,42,Shop,238,2301,Combined,36722,Mon Jan 07 23:28:14 +0000 2013,50.980506,-114.041948,3,16:28:14,0,16,69,2301
-114.04232,50.98348,2013-01-07 18:32:40+00:00,23,1,2.5,3.214285714,9,23,Shop,246,2301,Combined,36722,Tue Jan 08 01:32:40 +0000 2013,50.983951,-114.044909,2.5,18:32:40,0,18,19,2301
-114.078464,51.037632,2013-01-08 15:27:55+00:00,7,1,3.5,3.5,7,7,Drink,518,518,Independent,36722,Tue Jan 08 22:27:55 +0000 2013,51.037632,-114.078464,3.5,15:27:55,0,15,6,6
-114.072825,50.984191,2013-01-10 10:01:19+00:00,44,1,3.5,3.5,44,44,Food,293,293,Independent,36722,Thu Jan 10 17:01:19 +0000 2013,50.984191,-114.072825,3.5,10:01:19,0,10,13,13
-114.072791,50.983858,2013-01-10 14:45:25+00:00,1,1,4,4,1,1,Shop,297,297,Independent,36722,Thu Jan 10 21:45:25 +0000 2013,50.983858,-114.072791,4,14:45:25,0,14,122,122
-114.072846,50.984176,2013-01-11 09:24:12+00:00,17,1,3.5,3.5,17,17,Food,292,292,Independent,36722,Fri Jan 11 16:24:12 +0000 2013,50.984176,-114.072846,3.5,9:24:12,0,9,13,13
-114.074089,50.98792,2013-01-12 19:04:36+00:00,10,1,3.5,3.5,10,10,Food,302,302,Independent,36722,Sun Jan 13 02:04:36 +0000 2013,50.98792,-114.074089,3.5,19:04:36,1,19,24,24
-114.072825,50.984191,2013-01-18 09:16:22+00:00,44,1,3.5,3.5,44,44,Food,293,293,Independent,36722,Fri Jan 18 16:16:22 +0000 2013,50.984191,-114.072825,3.5,9:16:22,0,9,13,13
-114.072754,50.984085,2013-01-25 12:46:24+00:00,4,1,4.5,4.5,4,4,Food,295,295,Independent,36722,Fri Jan 25 19:46:24 +0000 2013,50.984085,-114.072754,4.5,12:46:24,0,12,77,77
-114.068962,51.043356,2013-01-26 19:30:09+00:00,3,1,3.5,3.5,3,3,Food,423,423,Independent,36722,Sun Jan 27 02:30:09 +0000 2013,51.043356,-114.068962,3.5,19:30:09,1,19,14,14
-114.04232,50.98348,2013-01-28 15:27:38+00:00,22,2,3.25,3.214285714,9,42,Shop,238,2301,Combined,36722,Mon Jan 28 22:27:38 +0000 2013,50.980506,-114.041948,3,15:27:38,0,15,69,2301
-114.141561,51.020528,2013-01-29 15:41:49+00:00,1,1,4,4,1,1,Shop,21,21,Independent,36722,Tue Jan 29 22:41:49 +0000 2013,51.020528,-114.141561,4,15:41:49,0,15,123,123
-114.072846,50.984176,2013-01-31 12:12:39+00:00,17,1,3.5,3.5,17,17,Food,292,292,Independent,36722,Thu Jan 31 19:12:39 +0000 2013,50.984176,-114.072846,3.5,12:12:39,0,12,13,13
-114.04232,50.98348,2013-02-01 11:17:23+00:00,22,2,3.25,3.214285714,9,42,Shop,238,2301,Combined,36722,Fri Feb 01 18:17:23 +0000 2013,50.980506,-114.041948,3,11:17:23,0,11,69,2301
-114.131457,51.076352,2013-02-04 14:47:49+00:00,16,1,3.5,3.5,16,16,School&Office,1031,1031,Independent,36722,Mon Feb 04 21:47:49 +0000 2013,51.076352,-114.131457,3.5,14:47:49,0,14,53,53
-114.083147,50.985775,2013-02-05 09:16:45+00:00,5,1,4.5,4.5,5,5,Drink,210,210,Independent,36722,Tue Feb 05 16:16:45 +0000 2013,50.985775,-114.083147,4.5,9:16:45,0,9,6,6
-114.061689,51.068289,2013-02-05 17:25:44+00:00,5,1,2.5,2.5,5,5,Shop,791,791,Independent,36722,Wed Feb 06 00:25:44 +0000 2013,51.068289,-114.061689,2.5,17:25:44,0,17,30,30
-114.070272,50.96586,2013-02-06 16:27:21+00:00,17,1,2.5,2.5,17,17,Shop,129,129,Independent,36722,Wed Feb 06 23:27:21 +0000 2013,50.96586,-114.070272,2.5,16:27:21,0,16,19,19
-114.054352,51.060094,2013-02-06 19:54:13+00:00,4,1,4,4,4,4,Food,815,815,Independent,36722,Thu Feb 07 02:54:13 +0000 2013,51.060094,-114.054352,4,19:54:13,0,19,49,49
-114.062423,51.063161,2013-02-11 10:31:08+00:00,2,1,4,4,2,2,Shop,796,796,Independent,36722,Mon Feb 11 17:31:08 +0000 2013,51.063161,-114.062423,4,10:31:08,0,10,124,124
-114.04232,50.98348,2013-02-12 15:37:49+00:00,22,2,3.25,3.214285714,9,42,Shop,238,2301,Combined,36722,Tue Feb 12 22:37:49 +0000 2013,50.980506,-114.041948,3,15:37:49,0,15,69,2301
-114.04232,50.98348,2013-02-12 16:45:54+00:00,23,1,2.5,3.214285714,9,23,Shop,246,2301,Combined,36722,Tue Feb 12 23:45:54 +0000 2013,50.983951,-114.044909,2.5,16:45:54,0,16,19,2301
-114.083147,50.985775,2013-02-13 09:09:40+00:00,5,1,4.5,4.5,5,5,Drink,210,210,Independent,36722,Wed Feb 13 16:09:40 +0000 2013,50.985775,-114.083147,4.5,9:09:40,0,9,6,6
-114.072825,50.984191,2013-02-16 10:13:35+00:00,44,1,3.5,3.5,44,44,Food,293,293,Independent,36722,Sat Feb 16 17:13:35 +0000 2013,50.984191,-114.072825,3.5,10:13:35,1,10,13,13
-114.072825,50.984191,2013-02-24 10:27:47+00:00,44,1,3.5,3.5,44,44,Food,293,293,Independent,36722,Sun Feb 24 17:27:47 +0000 2013,50.984191,-114.072825,3.5,10:27:47,1,10,13,13
-114.12569,51.08521,2013-02-25 15:02:58+00:00,3,1,3,3.214285714,12.28571429,3,Drink,1043,2210,Combined,36722,Mon Feb 25 22:02:58 +0000 2013,51.085275,-114.125805,3,15:02:58,0,15,6,2210
-113.990836,51.074208,2013-03-07 20:52:56+00:00,14,1,3,3,14,14,Art&Entertainment,877,877,Independent,36722,Fri Mar 08 03:52:56 +0000 2013,51.074208,-113.990836,3,20:52:56,0,20,39,39
-114.083147,50.985775,2013-03-12 08:08:02+00:00,5,1,4.5,4.5,5,5,Drink,210,210,Independent,36722,Tue Mar 12 15:08:02 +0000 2013,50.985775,-114.083147,4.5,8:08:02,0,8,6,6
-114.072825,50.984191,2013-03-14 09:23:21+00:00,44,1,3.5,3.5,44,44,Food,293,293,Independent,36722,Thu Mar 14 16:23:21 +0000 2013,50.984191,-114.072825,3.5,9:23:21,0,9,13,13
-114.061689,51.068289,2013-03-14 19:49:14+00:00,5,1,2.5,2.5,5,5,Shop,791,791,Independent,36722,Fri Mar 15 02:49:14 +0000 2013,51.068289,-114.061689,2.5,19:49:14,0,19,30,30
-114.072754,50.984085,2013-03-15 11:48:50+00:00,4,1,4.5,4.5,4,4,Food,295,295,Independent,36722,Fri Mar 15 18:48:50 +0000 2013,50.984085,-114.072754,4.5,11:48:50,0,11,77,77
-114.070821,51.052603,2013-03-15 17:00:24+00:00,7,1,4,4,7,7,Art&Entertainment,766,766,Independent,36722,Sat Mar 16 00:00:24 +0000 2013,51.052603,-114.070821,4,17:00:24,0,17,86,86
-114.078269,51.043586,2013-03-15 20:26:32+00:00,7,1,3,3,7,7,Nightlife Spot,436,436,Independent,36722,Sat Mar 16 03:26:32 +0000 2013,51.043586,-114.078269,3,20:26:32,0,20,5,5
-114.073246,50.968252,2013-03-20 13:11:25+00:00,1,1,3.5,3.5,1,1,Food,198,198,Independent,36722,Wed Mar 20 20:11:25 +0000 2013,50.968252,-114.073246,3.5,13:11:25,0,13,49,49
-113.990901,51.06808,2013-03-20 19:38:37+00:00,5,1,2.5,2.5,5,5,Shop,834,834,Independent,36722,Thu Mar 21 02:38:37 +0000 2013,51.06808,-113.990901,2.5,19:38:37,0,19,31,31
-114.072825,50.984191,2013-03-21 08:38:29+00:00,44,1,3.5,3.5,44,44,Food,293,293,Independent,36722,Thu Mar 21 15:38:29 +0000 2013,50.984191,-114.072825,3.5,8:38:29,0,8,13,13
-114.072825,50.984191,2013-03-22 08:37:35+00:00,44,1,3.5,3.5,44,44,Food,293,293,Independent,36722,Fri Mar 22 15:37:35 +0000 2013,50.984191,-114.072825,3.5,8:37:35,0,8,13,13
-114.062423,51.063161,2013-03-24 11:02:31+00:00,2,1,4,4,2,2,Shop,796,796,Independent,36722,Sun Mar 24 18:02:31 +0000 2013,51.063161,-114.062423,4,11:02:31,1,11,124,124
-114.061689,51.068289,2013-03-24 14:30:59+00:00,5,1,2.5,2.5,5,5,Shop,791,791,Independent,36722,Sun Mar 24 21:30:59 +0000 2013,51.068289,-114.061689,2.5,14:30:59,1,14,30,30
-114.083147,50.985775,2013-03-26 08:01:09+00:00,5,1,4.5,4.5,5,5,Drink,210,210,Independent,36722,Tue Mar 26 15:01:09 +0000 2013,50.985775,-114.083147,4.5,8:01:09,0,8,6,6
-114.070821,51.052603,2013-03-26 18:48:19+00:00,7,1,4,4,7,7,Art&Entertainment,766,766,Independent,36722,Wed Mar 27 01:48:19 +0000 2013,51.052603,-114.070821,4,18:48:19,0,18,86,86
-114.072825,50.984191,2013-03-29 08:17:43+00:00,44,1,3.5,3.5,44,44,Food,293,293,Independent,36722,Fri Mar 29 15:17:43 +0000 2013,50.984191,-114.072825,3.5,8:17:43,0,8,13,13
-114.04232,50.98348,2013-04-04 12:30:42+00:00,22,2,3.25,3.214285714,9,42,Shop,238,2301,Combined,36722,Thu Apr 04 19:30:42 +0000 2013,50.980506,-114.041948,3,12:30:42,0,12,69,2301
-114.072825,50.984191,2013-04-06 09:40:29+00:00,44,1,3.5,3.5,44,44,Food,293,293,Independent,36722,Sat Apr 06 16:40:29 +0000 2013,50.984191,-114.072825,3.5,9:40:29,1,9,13,13
-114.062977,51.04447,2013-04-06 18:58:31+00:00,8,1,3.5,3.5,8,8,Outdoor,1214,1214,Independent,36722,Sun Apr 07 01:58:31 +0000 2013,51.04447,-114.062977,3.5,18:58:31,1,18,33,33
-114.063218,51.044535,2013-04-06 19:06:56+00:00,4,1,4,4,4,4,Food,1223,1223,Independent,36722,Sun Apr 07 02:06:56 +0000 2013,51.044535,-114.063218,4,19:06:56,1,19,16,16
-114.07567,50.980206,2013-04-06 21:15:54+00:00,4,1,3.5,3.5,4,4,Nightlife Spot,207,207,Independent,36722,Sun Apr 07 04:15:54 +0000 2013,50.980206,-114.07567,3.5,21:15:54,1,21,5,5
-114.061689,51.068289,2013-04-07 13:52:01+00:00,5,1,2.5,2.5,5,5,Shop,791,791,Independent,36722,Sun Apr 07 20:52:01 +0000 2013,51.068289,-114.061689,2.5,13:52:01,1,13,30,30
-114.12569,51.08521,2013-04-08 12:58:03+00:00,3,1,3,3.214285714,12.28571429,3,Drink,1043,2210,Combined,36722,Mon Apr 08 19:58:03 +0000 2013,51.085275,-114.125805,3,12:58:03,0,12,6,2210
-114.04232,50.98348,2013-04-10 14:41:05+00:00,22,2,3.25,3.214285714,9,42,Shop,238,2301,Combined,36722,Wed Apr 10 21:41:05 +0000 2013,50.980506,-114.041948,3,14:41:05,0,14,69,2301
-114.072825,50.984191,2013-04-11 09:00:41+00:00,44,1,3.5,3.5,44,44,Food,293,293,Independent,36722,Thu Apr 11 16:00:41 +0000 2013,50.984191,-114.072825,3.5,9:00:41,0,9,13,13
-114.072825,50.984191,2013-04-12 08:31:17+00:00,44,1,3.5,3.5,44,44,Food,293,293,Independent,36722,Fri Apr 12 15:31:17 +0000 2013,50.984191,-114.072825,3.5,8:31:17,0,8,13,13
-113.98294,51.052726,2013-04-15 18:22:12+00:00,6,1,3,3,6,6,Food,859,859,Independent,36722,Tue Apr 16 01:22:12 +0000 2013,51.052726,-113.98294,3,18:22:12,0,18,77,77
-114.070821,51.052603,2013-04-17 17:12:26+00:00,7,1,4,4,7,7,Art&Entertainment,766,766,Independent,36722,Thu Apr 18 00:12:26 +0000 2013,51.052603,-114.070821,4,17:12:26,0,17,86,86
-114.072754,50.984085,2013-04-18 12:01:58+00:00,4,1,4.5,4.5,4,4,Food,295,295,Independent,36722,Thu Apr 18 19:01:58 +0000 2013,50.984085,-114.072754,4.5,12:01:58,0,12,77,77
-114.072825,50.984191,2013-04-19 08:21:05+00:00,44,1,3.5,3.5,44,44,Food,293,293,Independent,36722,Fri Apr 19 15:21:05 +0000 2013,50.984191,-114.072825,3.5,8:21:05,0,8,13,13
-114.117194,51.067352,2013-04-22 09:30:57+00:00,7,1,3,3,7,7,Food,982,982,Independent,36722,Mon Apr 22 16:30:57 +0000 2013,51.067352,-114.117194,3,9:30:57,0,9,11,11
-114.070821,51.052603,2013-04-22 17:50:13+00:00,7,1,4,4,7,7,Art&Entertainment,766,766,Independent,36722,Tue Apr 23 00:50:13 +0000 2013,51.052603,-114.070821,4,17:50:13,0,17,86,86
-114.083147,50.985775,2013-04-24 08:07:32+00:00,5,1,4.5,4.5,5,5,Drink,210,210,Independent,36722,Wed Apr 24 15:07:32 +0000 2013,50.985775,-114.083147,4.5,8:07:32,0,8,6,6
-114.061689,51.068289,2013-04-28 16:46:23+00:00,5,1,2.5,2.5,5,5,Shop,791,791,Independent,36722,Sun Apr 28 23:46:23 +0000 2013,51.068289,-114.061689,2.5,16:46:23,1,16,30,30
-114.070821,51.052603,2013-04-29 12:27:39+00:00,7,1,4,4,7,7,Art&Entertainment,766,766,Independent,36722,Mon Apr 29 19:27:39 +0000 2013,51.052603,-114.070821,4,12:27:39,0,12,86,86
-114.070821,51.052603,2013-05-02 19:01:02+00:00,7,1,4,4,7,7,Art&Entertainment,766,766,Independent,36722,Fri May 03 02:01:02 +0000 2013,51.052603,-114.070821,4,19:01:02,0,19,86,86
-114.070821,51.052603,2013-05-08 16:32:12+00:00,7,1,4,4,7,7,Art&Entertainment,766,766,Independent,36722,Wed May 08 23:32:12 +0000 2013,51.052603,-114.070821,4,16:32:12,0,16,86,86
-114.07363,50.99811,2013-05-14 20:12:11+00:00,11,1,3.5,3.527777778,4.111111111,11,Shop,317,2216,Combined,36722,Wed May 15 03:12:11 +0000 2013,50.99585,-114.073997,3.5,20:12:11,0,20,23,2216
-114.072475,51.06721,2013-06-03 10:57:27+00:00,2,1,3.5,3.5,2,2,Food,809,809,Independent,36722,Mon Jun 03 17:57:27 +0000 2013,51.06721,-114.072475,3.5,10:57:27,0,10,24,24
-114.072825,50.984191,2013-06-06 08:12:28+00:00,44,1,3.5,3.5,44,44,Food,293,293,Independent,36722,Thu Jun 06 15:12:28 +0000 2013,50.984191,-114.072825,3.5,8:12:28,0,8,13,13
-114.14004,51.04226,2013-06-16 20:25:27+00:00,9,1,3,3.25,3.25,9,Shop,8,2213,Combined,36722,Mon Jun 17 03:25:27 +0000 2013,51.041151,-114.139667,3,20:25:27,1,20,19,2213
-114.188555,51.10415,2013-07-22 13:13:38+00:00,1,1,3.5,3.5,1,1,Shop,710,710,Independent,36722,Mon Jul 22 20:13:38 +0000 2013,51.10415,-114.188555,3.5,13:13:38,0,13,125,125
-114.070747,50.993306,2013-08-30 16:23:59+00:00,6,1,3,3,6,6,Food,315,315,Independent,36722,Fri Aug 30 23:23:59 +0000 2013,50.993306,-114.070747,3,16:23:59,0,16,100,100
-114.141715,51.029671,2013-09-13 11:27:43+00:00,1,1,4.5,4.5,1,1,Food,16,16,Independent,36722,Fri Sep 13 18:27:43 +0000 2013,51.029671,-114.141715,4.5,11:27:43,0,11,80,80
-114.128455,51.06901,2012-10-18 09:09:53+00:00,3,1,3,3,3,3,Drink,1024,1024,Independent,36965,Thu Oct 18 16:09:53 +0000 2012,51.06901,-114.128455,3,9:09:53,0,9,6,6
-114.120054,51.070257,2012-10-18 09:21:01+00:00,19,1,3,3,19,19,Outdoor,978,978,Independent,36965,Thu Oct 18 16:21:01 +0000 2012,51.070257,-114.120054,3,9:21:01,0,9,44,44
-114.116138,51.022779,2012-10-19 13:04:16+00:00,7,1,2,2,7,7,Shop,275,275,Independent,36965,Fri Oct 19 20:04:16 +0000 2012,51.022779,-114.116138,2,13:04:16,0,13,30,30
-114.082709,51.041959,2012-11-16 21:27:33+00:00,21,1,3.5,3.5,21,21,Nightlife Spot,568,568,Independent,36965,Sat Nov 17 04:27:33 +0000 2012,51.041959,-114.082709,3.5,21:27:33,0,21,3,3
-114.09518,51.023057,2012-11-17 19:50:43+00:00,3,1,3.5,3.5,3,3,Nightlife Spot,281,281,Independent,36965,Sun Nov 18 02:50:43 +0000 2012,51.023057,-114.09518,3.5,19:50:43,1,19,5,5
-114.082709,51.041959,2012-11-17 21:07:29+00:00,21,1,3.5,3.5,21,21,Nightlife Spot,568,568,Independent,36965,Sun Nov 18 04:07:29 +0000 2012,51.041959,-114.082709,3.5,21:07:29,1,21,3,3
-114.074864,51.048004,2012-11-19 10:29:17+00:00,3,1,3,3,3,3,Drink,1118,1118,Independent,36965,Mon Nov 19 17:29:17 +0000 2012,51.048004,-114.074864,3,10:29:17,0,10,6,6
-114.055107,51.040321,2012-11-30 20:14:50+00:00,15,1,3,3,15,15,Art&Entertainment,408,408,Independent,36965,Sat Dec 01 03:14:50 +0000 2012,51.040321,-114.055107,3,20:14:50,0,20,8,8
-114.14775,51.074533,2012-12-03 10:27:32+00:00,37,1,4,4,37,37,Shop,735,735,Independent,36965,Mon Dec 03 17:27:32 +0000 2012,51.074533,-114.14775,4,10:27:32,0,10,34,34
-114.047726,51.011914,2012-12-05 09:36:38+00:00,3,1,2.5,2.5,3,3,Shop,342,342,Independent,36965,Wed Dec 05 16:36:38 +0000 2012,51.011914,-114.047726,2.5,9:36:38,0,9,35,35
-114.210273,51.126283,2012-12-31 10:52:06+00:00,2,1,5,5,2,2,Shop,667,667,Independent,36965,Mon Dec 31 17:52:06 +0000 2012,51.126283,-114.210273,5,10:52:06,0,10,126,126
-114.210273,51.126283,2013-01-02 11:05:18+00:00,2,1,5,5,2,2,Shop,667,667,Independent,36965,Wed Jan 02 18:05:18 +0000 2013,51.126283,-114.210273,5,11:05:18,0,11,126,126
-114.108795,51.023975,2013-01-05 15:07:01+00:00,15,1,4,4,15,15,Drink,278,278,Independent,36965,Sat Jan 05 22:07:01 +0000 2013,51.023975,-114.108795,4,15:07:01,1,15,6,6
-114.09518,51.023057,2013-01-05 21:17:02+00:00,3,1,3.5,3.5,3,3,Nightlife Spot,281,281,Independent,36965,Sun Jan 06 04:17:02 +0000 2013,51.023057,-114.09518,3.5,21:17:02,1,21,5,5
-114.061977,51.045495,2013-01-12 15:58:36+00:00,12,1,3.5,3.5,12,12,Shop,1220,1220,Independent,36965,Sat Jan 12 22:58:36 +0000 2013,51.045495,-114.061977,3.5,15:58:36,1,15,74,74
-114.116138,51.022779,2013-01-13 11:12:29+00:00,7,1,2,2,7,7,Shop,275,275,Independent,36965,Sun Jan 13 18:12:29 +0000 2013,51.022779,-114.116138,2,11:12:29,1,11,30,30
-114.051733,51.037535,2013-01-18 04:53:31+00:00,148,1,3.5,3.5,148,148,Outdoor,405,405,Independent,36965,Fri Jan 18 11:53:31 +0000 2013,51.037535,-114.051733,3.5,4:53:31,0,4,0,0
-114.051733,51.037535,2013-01-24 11:18:15+00:00,148,1,3.5,3.5,148,148,Outdoor,405,405,Independent,36965,Thu Jan 24 18:18:15 +0000 2013,51.037535,-114.051733,3.5,11:18:15,0,11,0,0
-114.222336,51.083666,2013-02-13 09:22:50+00:00,5,1,5,5,5,5,Art&Entertainment,717,717,Independent,36965,Wed Feb 13 16:22:50 +0000 2013,51.083666,-114.222336,5,9:22:50,0,9,95,95
-113.989727,51.08202,2013-02-24 11:55:53+00:00,3,1,3.5,3.5,3,3,Shop,907,907,Independent,36965,Sun Feb 24 18:55:53 +0000 2013,51.08202,-113.989727,3.5,11:55:53,1,11,31,31
-113.970381,50.932923,2013-03-28 07:11:19+00:00,4,1,3,3,4,4,Food,175,175,Independent,36965,Thu Mar 28 14:11:19 +0000 2013,50.932923,-113.970381,3,7:11:19,0,7,70,70
-114.06844,51.05259,2013-04-01 11:10:14+00:00,1,1,3,3.75,3.5,1,Food,1167,2103,Combined,36965,Mon Apr 01 18:10:14 +0000 2013,51.052769,-114.068768,3,11:10:14,0,11,101,2103
-114.051733,51.037535,2013-04-03 09:33:53+00:00,148,1,3.5,3.5,148,148,Outdoor,405,405,Independent,36965,Wed Apr 03 16:33:53 +0000 2013,51.037535,-114.051733,3.5,9:33:53,0,9,0,0
-113.970795,51.109572,2013-04-11 12:16:46+00:00,1,1,3.5,3.5,1,1,Shop,590,590,Independent,36965,Thu Apr 11 19:16:46 +0000 2013,51.109572,-113.970795,3.5,12:16:46,0,12,30,30
-114.024996,51.05371,2013-04-19 09:00:59+00:00,7,1,3,3,7,7,Art&Entertainment,805,805,Independent,36965,Fri Apr 19 16:00:59 +0000 2013,51.05371,-114.024996,3,9:00:59,0,9,60,60
-114.04232,50.98348,2013-04-25 10:52:39+00:00,6,1,3.5,3.214285714,9,6,Shop,331,2301,Combined,36965,Thu Apr 25 17:52:39 +0000 2013,50.986081,-114.041925,3.5,10:52:39,0,10,30,2301
-113.982708,51.057773,2013-05-01 10:19:39+00:00,1,1,3.5,3.5,1,1,Shop,858,858,Independent,36965,Wed May 01 17:19:39 +0000 2013,51.057773,-113.982708,3.5,10:19:39,0,10,35,35
-114.064392,51.014455,2013-05-09 04:40:47+00:00,3,1,2,2,3,3,Art&Entertainment,373,373,Independent,36965,Thu May 09 11:40:47 +0000 2013,51.014455,-114.064392,2,4:40:47,0,4,62,62
-113.95777,51.09838,2013-05-11 10:40:17+00:00,3,1,3.5,2.8,1.4,3,Shop,588,2201,Combined,36965,Sat May 11 17:40:17 +0000 2013,51.099291,-113.961675,3.5,10:40:17,1,10,30,2201
-113.95777,51.09838,2013-05-18 11:26:19+00:00,3,1,3.5,2.8,1.4,3,Shop,588,2201,Combined,36965,Sat May 18 18:26:19 +0000 2013,51.099291,-113.961675,3.5,11:26:19,1,11,30,2201
-114.070926,50.989292,2013-05-27 04:11:13+00:00,1,1,4.5,4.5,1,1,Shop,309,309,Independent,36965,Mon May 27 11:11:13 +0000 2013,50.989292,-114.070926,4.5,4:11:13,0,4,28,28
