,Location_id,POI_id,POI_Type,Org_id,Latitude,Longitude,Category_2,yelp_ID,name,stars
577,640,3003,Combined,4d12a1bc40e65481918d911a,35.247407,-80.805317,Sports Bar,uGzxwS3Q6QuyFw2ZnDvw0w,JackBeagles,4.0
578,612,612,Independent,4b11734ff964a520d17c23e3,35.08968,-80.804744,Park,F2Yjq8hPFonpLK00-j8oiA,Mecklenburg County William R Davie Park,4.5
579,573,573,Independent,4b53406cf964a520329427e3,35.073122999999995,-80.811049,Golf Course,UULUeLPBYPRS9MbEWmUWdQ,TPC Piper Glen,3.0
580,642,642,Independent,4d2c8764774f76eb969b9533,35.270418,-80.86263000000002,Automotive Shop,wHGvr9zICzdLo486iFqFBA,Safelite AutoGlass,4.5
581,632,3120,Combined,4b15b74ff964a52022b323e3,35.202467,-80.844646,Asian Restaurant,the19uDwR-41n8x861F7Hg,Zen Asian Fusion,4.0
582,638,638,Independent,4e37611c1fc710492448f7db,35.166073,-80.851951,Residential Building (Apartment / Condo),NXFzdXIMMf0_c2okynbjKg,1420 Magnolia Apartments,2.5
583,429,429,Independent,4b116f58f964a5207f7c23e3,35.170998,-80.848669,Pub,Daasejc2-RV-MxEKpPjXtA,Brazwells Premium Pub,3.5
584,567,567,Independent,4b10af98f964a520c57423e3,35.170476,-80.84924699999998,American Restaurant,qB9qJ5MY4vyAFJRpmJ3iNQ,El Camino Restaurant,2.5
585,645,645,Independent,4f4d3ec3e4b0ed369328a2b6,35.061104,-80.81266600000002,Gas Station / Garage,jRSEBZuXAL4TNV00ANXV0Q,Exxon,3.0
586,579,579,Independent,4f56c394e4b0a4bae69e7309,35.178356,-80.835531,Beer Garden,ZBHXfX3vK-ck52UBEofV2w,Selwyn Avenue Pub,3.5
587,583,3200,Combined,4b4f5122f964a520080127e3,35.348757,-80.855829,Mexican Restaurant,VgeqvDJQaintYIh3Tl4j2A,Moe's Southwest Grill,2.5
588,590,590,Independent,4dbb0de3f7b1ab37dd3af5a2,35.165295,-80.878103,Car Wash,UowplTMikVmB91hiQ_GaaA,Wiki Wiki Carwash,3.5
589,611,611,Independent,4c2420bd905a0f47f9615f60,35.200675,-80.813713,Doctor's Office,6nGE-cbcF4CQz1CHwAT98Q,Cerwin Clinic of Chiropractic,4.0
590,594,3224,Combined,4b534772f964a520869527e3,35.175455,-80.876251,Fast Food Restaurant,BxIB1y-AqZSnFYxnzLrWBA,Arby's,3.0
591,595,595,Independent,4dc43b81b0fb5556ccd1ee32,35.220862,-80.815011,BBQ Joint,RVQE2Z2uky4c0-njFQO66g,Midwood Smokehouse,4.5
592,601,601,Independent,4b7eef5ff964a5208e0a30e3,35.08752,-80.836999,Doctor's Office,Lug2bwnwxfJmfMpSxu48OQ,South Charlotte Primary Care,3.0
593,602,3501,Combined,4b51dce3f964a5207d5827e3,35.096632,-80.784702,Grocery Store,TUm35e-C3cSZvS95QcxqcQ,Harris Teeter,4.0
594,617,617,Independent,4b0af62ff964a520c02a23e3,35.20511099999999,-80.795302,General Entertainment,c9K1RoEEmTDoM2DnGot_NQ,Bojangles' Coliseum,3.0
595,608,3306,Combined,4b2d216af964a5200ccf24e3,35.153295,-80.833934,Sporting Goods Shop,G_JJzggeit0hNqEgvmKRzQ,DICK'S Sporting Goods,3.0
596,643,3213,Combined,4ee3e6e929c220f97139ab39,35.053669,-80.851442,Pizza Place,PHhZy5zYULNF-oz-2Jz9KA,Mellow Mushroom,3.0
597,614,614,Independent,4be426a92468c928d356fe42,35.178579,-80.88053199999997,Fried Chicken Joint,qmSs5Ed7gN-d1Koc26Gvyw,Bojangles' Famous Chicken 'n Biscuits,2.5
598,615,3501,Combined,4b0897b5f964a520120f23e3,35.098137,-80.78105699999998,Sandwich Place,yfwVSuLEIDjRdMfypw9dxw,Firehouse Subs,3.0
599,570,3309,Combined,4b3b877ef964a5203d7525e3,35.173235,-80.84808000000002,Sandwich Place,WXWsYfHK4kF6Ci9-E50Ing,Subway,2.5
600,464,464,Independent,4fba9535e4b0cd0334286406,35.216602,-80.854506,Pub,rS39YnrhoXmPqHLzCBjeqw,All American Pub,3.0
601,582,3310,Combined,4b214360f964a5202b3924e3,35.220499,-80.811871,Caf,aBLx9JlAMq_AuW6VAImSwg,Zada Jane's Corner Cafe,3.5
602,620,3310,Combined,4b05f013f964a52030e622e3,35.218947,-80.811823,Deli / Bodega,TZmMsbw5TbRqv8rmKj_aGg,The Common Market,4.5
603,662,3403,Combined,4bbd0724a8cf76b0c14db1fd,35.144352000000005,-80.933464,American Restaurant,ap58HeA23IDv9KYk8evFXA,Chili's,2.5
604,650,3400,Combined,4b2bc44df964a52084ba24e3,35.334558,-80.791558,Mexican Restaurant,PpyM9QsDbpx4mOaUeOll4w,Fiesta Maya,3.5
605,659,659,Independent,4b76bb93f964a520515b2ee3,35.191699,-80.803732,Doctor's Office,b-clV-wkp_taMlX3uZ51Eg,CMC-Randolph Behavioral Health Center,2.0
606,658,658,Independent,4b09ff6df964a520e52023e3,35.212088,-80.824828,Hospital,bHMcWQxUR-41kfEtDRTz0w,Novant Health Presybeterian Medical Center,3.0
607,657,657,Independent,4ceb94af0f196dcb1a7858ae,35.222795,-80.837144,Police Station,ZGK7MmOCahntT3kdYeBTBA,Charlotte Mecklenburg Police Department,2.5
608,665,665,Independent,4b8802fcf964a520cfd831e3,35.245339,-80.81143900000002,Burger Joint,6Pbrq60mA56WQU7SENbG0g,Brooks Sandwich House,4.5
609,661,661,Independent,4b05863ff964a520205a22e3,35.277848,-80.765886,BBQ Joint,vk4nczkxVD2tmbrMtKNB4w,Old Hickory House Restaurant,3.5
610,649,3405,Combined,4b117985f964a520527d23e3,35.307443,-80.75022,BBQ Joint,6ZvyA9xE0bKGanHOTjLioA,Smokey Bones Bar & Fire Grill,2.5
611,664,3200,Combined,4b11c805f964a5208b8423e3,35.348263,-80.85599,Mexican Restaurant,iob-hWxzVOsZxC5sh0EdHA,On The Border Mexican Grill & Cantina,3.0
612,655,655,Independent,4bb527b8ef159c74f95b74f7,35.328921,-80.73844,Wings Joint,Z15a7_8FQ82_baSJiqMoIw,Wild Wing Cafe,2.5
613,651,651,Independent,4f77baf50cd67590e0f7c12b,35.275562,-80.835729,Fried Chicken Joint,XKEmksue_KTU6-L9VSwVvQ,Bojangles' Famous Chicken 'n Biscuits,1.0
614,656,656,Independent,4bfec4bdca1920a17ccfeb81,35.308027,-80.841398,Fast Food Restaurant,_V4CzzA7Z9h4qyLIdG-KUg,Wendy's,1.5
615,654,654,Independent,4b59f290f964a520f7a228e3,35.22187,-80.819201,Mexican Restaurant,V_VQ9BgbLEzL9mPLQQlc6g,The Loco Lime,3.5
616,648,3200,Combined,4b2d6033f964a52059d524e3,35.348576,-80.85647900000002,American Restaurant,qnsqf81chWm3KndLt9KUTA,Chili's,2.0
617,653,653,Independent,4dea29bafa76cc1b8adcdc18,35.22419,-80.83896,Hotel,SUqac8vBnv2nWAJzSx0r1g,Hyatt House Charlotte Center City,4.0
618,652,3203,Combined,4ba90193f964a520da023ae3,35.334803,-80.813069,Sandwich Place,acH1pdr45EQqkJ8UQS0oJw,Lennys Subs,3.5
619,666,3502,Combined,4bf48f7d94af2d7f0fcd3a72,35.223089,-80.94023299999998,American Restaurant,cMHgw40ldvUBxTYNeZjHQg,Whisky River at the Airport,2.5
620,667,667,Independent,4b058642f964a520a85a22e3,35.094127,-80.795538,Golf Course,02LPDp1m9V8EcS79dT7xMw,Cedarwood Country Club,3.5
621,668,668,Independent,4ee629ba0cd67d6b187fd3c5,35.224359,-80.847946,American Restaurant,bgvm73MMjC2f5qo_RgXOXg,Halcyon,4.0
622,674,674,Independent,4b42a37ef964a520fad725e3,35.119786,-80.882024,Light Rail,ezRz4SjoeqlmyJ4QDu2_cw,Sharon Road West Lynx Station,3.5
623,673,673,Independent,4bb766f1d535b7137970dd21,35.089765,-80.88557800000002,Motorcycle Shop,f9IVh7NpSKi4Q-vF9xdh2Q,Kevin Powell MotorSports Charlotte,4.0
624,675,675,Independent,4c2208fb99282d7ff86966b0,35.185305,-80.756957,Automotive Shop,1oAfhhjyuw2uPniTLX9juw,Town & Country Ford,3.0
625,676,676,Independent,4b327146f964a520d00b25e3,35.140722,-80.716982,Motorcycle Shop,evPp4Ffw4PgxMrMw_alsaA,Harley-Davidson of Charlotte,4.5
626,677,3307,Combined,4c6176043986e21e7f9d964f,35.16288,-80.887334,Automotive Shop,mwAjAyUEOrIRBo1KXCEvbg,Foreign Cars Italia of Charlotte,4.0
627,672,3302,Combined,4eda71eb9adfe5cbdf3f1d6c,35.327394,-80.94523199999998,Liquor Store,mHNrkFfZjWV9bbJd_2kPhQ,Mecklenburg County ABC,4.5
628,670,670,Independent,4c179674f256a5939ec7ec3e,35.108196,-80.882075,Automotive Shop,2PRCRXhAckhFwEFMchY9TQ,Discount Tire,4.5
629,671,3404,Combined,4be446f12457a59335fca915,35.105996000000005,-80.881559,American Restaurant,vMyt2_uQOSbtYS0i14pr7Q,Steak ’n Shake,2.5
630,680,3300,Combined,4d2ca0bc77a2a1cddc3687b7,35.35251500000001,-80.850966,Asian Restaurant,qf4w82L2F7xJwh1i82uYHA,Yeung's Lotus Express,3.0
631,678,678,Independent,4fbacdd6e4b0c54e947caf23,35.319761,-80.735325,Medical Center,3wDQ4Z65nJqqXI_lVi3xbA,Orthocarolina,2.5
632,679,679,Independent,4b91402bf964a5203bad33e3,35.318872,-80.736036,Doctor's Office,3wDQ4Z65nJqqXI_lVi3xbA,Orthocarolina,2.5
633,681,681,Independent,4da0951a31a6b60cf5967618,35.14735,-80.72663100000003,Hotel,NFTh6mj3X2AnHJCKIFUk5Q,Fairfield Inn & Suites,3.5
634,684,3122,Combined,4b2bd3e1f964a520d9bb24e3,35.225133,-80.842005,Burger Joint,dSqYhPGziZoJMGPSA1y0og,Burger King,2.0
635,580,580,Independent,4bc137a14cdfc9b6cd699421,35.174772,-80.839128,Pub,ZBHXfX3vK-ck52UBEofV2w,Selwyn Avenue Pub,3.5
636,683,3310,Combined,4b063d6ff964a520f8e922e3,35.220197,-80.813456,Gastropub,NFm869_w6cvVaWaNpAzjeA,Soul Gastrolounge,4.0
637,682,682,Independent,4b15c3b3f964a520f8b323e3,35.22211400000001,-80.821729,Pizza Place,10tJuB_YkVQWuk4PtoI7iA,Intermezzo Pizzeria and Cafe,4.0
638,711,3403,Combined,4b3d24fff964a520e68e25e3,35.144527000000004,-80.93055600000002,Liquor Store,J_rpnWbXjJTezMof-33SSQ,Mecklenburg County ABC Store,3.0
639,126,126,Independent,4e4e081cbd4101d0d7a09f46,35.2285,-80.924152,Fried Chicken Joint,ydh6a3M6EEAQdZFyLHFcrQ,Bojangles' Famous Chicken 'n Biscuits,3.0
640,706,706,Independent,4b0aea8ff964a520f92923e3,35.155453,-80.824736,Bookstore,zIrEAH9P-WCwlfE4fBRJ6w,Barnes & Noble Booksellers,3.5
641,716,716,Independent,4b214541f964a520483924e3,35.190233,-80.922096,Mexican Restaurant,ofXqwIbHprYF6TP47XudOw,Salsarita's Fresh Mexican Grill,3.5
642,714,3208,Combined,4b26cb76f964a5200b8124e3,35.102681,-80.984075,Pizza Place,a9vzUNNZS6Z75ONo_p-WaA,Fuel Pizza Cafe,2.0
643,685,3403,Combined,4c1ac41fb9f876b04c417946,35.14374,-80.93095799999998,Fast Food Restaurant,kM4nKAk3-_o4FonerKSgQA,Arby's,3.0
644,710,710,Independent,4b7c7a53f964a520d6952fe3,35.087466,-80.87162099999998,Grocery Store,vNicnhAl4u6dXkYc_Ph98g,Bi-Lo,3.5
645,692,692,Independent,4b38d54bf964a520e95025e3,35.229838,-80.923709,Fast Food Restaurant,9YRJ2k5oaX8wZEizI0jciw,Wendy's,2.5
646,713,713,Independent,4b344ddef964a520e32625e3,35.213686,-80.85430699999998,Gay Bar,dEWd47EsnyObTAubP_jjig,The Bar at 316,3.5
647,708,708,Independent,4e2606f1b0fbe53aad04d929,35.206705,-80.83559699999998,Salon / Barbershop,qvslHUXJIx7_24KWdg-PIA,Virtue Salon + Spa,4.0
648,707,3208,Combined,4b5a1006f964a520dfaa28e3,35.10348,-80.985573,Fast Food Restaurant,bypuyrtJYtQqS9-SGnSn3w,McDonald's,2.0
649,693,693,Independent,4b59cb87f964a520789828e3,35.22423,-80.90254200000003,Grocery Store,O4_Pfpcszj20Sj9W5TkIrQ,Restaurant Depot,2.0
650,690,690,Independent,4d222217bdd7a0935e12fbce,35.099844,-80.77592800000002,Doctor's Office,SGMjM9nPThxxmM3aGaYBTA,Horizon Eye Care,3.0
651,688,688,Independent,4c1d124db9f876b089f77c46,35.202704,-80.97495500000002,Restaurant,HptvLM6QOQybTYglMu6FvQ,Dixie Grill & Grocery,4.0
652,702,3208,Combined,4b4a2179f964a520ad7b26e3,35.101918,-80.986727,Clothing Store,XodaGS_0X0tQUCUjzNBFmQ,Old Navy,3.0
653,686,686,Independent,4b05863af964a520495922e3,35.227795,-80.916002,Nightclub,1BA2oRodZxFPZCfF-3gPKg,Coyote Joe's,3.5
654,203,3207,Combined,4bce2a26c564ef3b02cbedf0,35.104538,-80.98768199999998,Grocery Store,phfzBXgAhlv3it2-hp0COQ,Publix,4.0
655,703,703,Independent,4b28df0cf964a520cf9524e3,35.176828,-80.79859,Fried Chicken Joint,qeixzOYuWFPy8uKrOfuapg,Bojangles' Famous Chicken 'n Biscuits,2.0
656,691,691,Independent,4b2d2c1df964a52026d024e3,35.234533,-80.87943800000002,Automotive Shop,K1fgxMXb2GuFPYx1Bzf_RA,AutoZone,2.0
657,695,695,Independent,4efa3498e5fa4f286dd16d3a,35.135156,-80.938353,Mexican Restaurant,twqDp5T5eXXt6ZipLvECRw,Taco Bell,2.0
658,721,3003,Combined,4b05863ef964a520025a22e3,35.24702100000001,-80.80573299999998,Taco Place,T2tEMLpTeSMxLKpxwFdS3g,Cabo Fish Taco,4.0
659,717,3404,Combined,4e332b13ae60795fcfd317fd,35.107632,-80.881927,Liquor Store,xE9n9gQfDXGX-YrucZo3oA,ABC Liquor Store,2.5
660,698,698,Independent,4ef0905df790ec12936bb796,35.305845,-80.729072,College Academic Building,DKikAjGf6s4l7kDP28RHeQ,University of North Carolina - Charlotte,3.5
661,694,694,Independent,4b06e1c7f964a5201cf222e3,35.198939,-80.8409,Burger Joint,yWUBX9Pe6pzh1PjVj04UmQ,Bad Daddy's Burger Bar,4.0
662,704,704,Independent,5031a5c9e4b08362168aede4,35.211436,-80.858787,Gay Bar,KQdok-A_9pe1qO4FoNLqIg,Cathode Azure Club,4.0
663,719,719,Independent,4b1400f6f964a5208e9b23e3,35.229215,-80.86409599999998,American Restaurant,AAekuF59Qr84gAh18o9njg,Savor Cafe & Catering,4.0
664,715,715,Independent,4c5ee0eb2815c92817acb867,35.21943800000001,-80.852273,Diner,9dqdzRzjSfbnMvjUGqWBAw,Midnight Diner,4.0
665,696,696,Independent,5104635be4b048a9d592f3e5,35.180024,-80.88434699999998,Burger Joint,YqjDX0TPge-EB73uzgyS3w,CHUBZ Famous Chiliburgers,4.0
666,720,3119,Combined,4ad4c009f964a5200ded20e3,35.200506,-80.843509,Steakhouse,G8WVrozcBBKZozhU7Gf6zA,Outback Steakhouse,3.0
667,712,712,Independent,4d42d9ea32d5236a15dabba5,35.20555,-80.809167,Doctor's Office,DKD5bQJSX0ecpdB0nLkAfg,Eastover Foot & Ankle,4.5
668,697,697,Independent,50a67da7e4b08d8e7ce2769c,35.214734,-80.854652,Restaurant,1Geg7R5ACFL0oassVziNiQ,Crispy Crepe,4.0
669,718,3123,Combined,4af8ba4cf964a520830f22e3,35.22640999999999,-80.844011,Steakhouse,tInrGCzll4k9hF34Ye1rvQ,Chima Steakhouse,4.0
670,700,3122,Combined,4b0a8795f964a520d32423e3,35.22520499999999,-80.842106,Movie Theater,8nmjvYX4N67cxOsGfbEgjg,Studio Movie Grill - Epicenter,2.5
671,687,3309,Combined,514f99c9e4b08b30996235f7,35.172238,-80.84926899999998,Burger Joint,Y7lpoA_lJ1rx3NNqHMgGwA,Nom Nom Burger,4.0
672,689,3208,Combined,4c154545a5eb76b03e14c3b7,35.103169,-80.98635999999998,Mexican Restaurant,6-IfbXLjCYBw03WJqoV9CA,Salsarita's Fresh Mexican Grill,2.5
673,722,722,Independent,4b9fe213f964a5204b4737e3,35.24146,-80.92107,Hotel,DVQj26bX7Vlva2_HUrjbAg,La Quinta Inn & Suites Charlotte Airport North,2.5
674,723,723,Independent,4bc40fb1dce4eee1cee8719d,35.307246,-80.75371700000002,Hotel,xgz05K9Q6uhJa4sGbYSVaw,Courtyard by Marriott Charlotte University Research Park,4.0
675,725,725,Independent,4b8695c0f964a520c09031e3,35.240402,-80.90854499999998,Grocery Store,uV9yyMyAHKLg2mxUHcHjfg,Queen City Audio Video & Appliances,4.0
676,726,726,Independent,4bd04288caff9521f86fcef0,35.146623,-80.808518,Dentist's Office,iF-yQo8lR74B6QNwLvjLww,Valeriano Orthodontics,5.0
677,764,764,Independent,4b05863ff964a520295a22e3,35.216489,-80.85223,Sushi Restaurant,zHrvBbRMSV9SFqZC6qa20Q,Nikko Japanese Restaurant & Sushi Bar,3.0
678,730,3227,Combined,4d389818bb0d721e4c9755e3,35.228124,-80.839076,Cocktail Bar,RbR28XwaA6QP0zy6q7lHhw,QC Social Lounge,4.5
679,731,731,Independent,4b37d2a4f964a520db4625e3,35.235585,-80.840636,Gas Station / Garage,qxMTbuPJXHCKbSFihOammA,Shell,2.0
680,728,728,Independent,4cffafbd181a9eb04ad84906,35.23622899999999,-80.858426,Fried Chicken Joint,RwPbu8c44vCim5a1b9bSXA,Bojangles' Famous Chicken 'n Biscuits,2.0
681,754,754,Independent,4b28fe1bf964a520149724e3,35.2324,-80.84481099999998,Donut Shop,-OXGCSOIcKgla8yXoHaSwA,Dunkin' Donuts,2.5
682,747,3228,Combined,4b1009abf964a520da6723e3,35.212876,-80.83329499999998,Bank,aFcvbCoPxk6JJRTYSqKABg,Bank of America,2.5
683,763,763,Independent,4c8fbdf3160ea09328e3d0fc,35.253713,-80.80470600000002,Seafood Restaurant,TccP2CT2WONOsEMxn2VWyQ,Fish & Chicken Corner,2.5
684,735,735,Independent,4e7516de52b1c8e5194cfb6c,35.254358,-80.801082,Salon / Barbershop,E12SOO02DzfVMqxnWFpmww,Top African Hair Braiding,2.0
685,743,743,Independent,4b058641f964a520775a22e3,35.231198,-80.844083,Grocery Store,TH_hGGgVIEBtexcpffZXgQ,Harris Teeter,3.0
686,751,751,Independent,4b5106fdf964a520683e27e3,35.199407,-80.84158199999997,Greek Restaurant,2um9bzTSvD3f2tkdBoA38g,Kid Cashew,4.0
687,741,741,Independent,4b5ab988f964a5202ed228e3,35.23698,-80.881222,Burger Joint,lI8ScnSwIKe7hl0Z-uF2ug,Cook Out,3.5
688,767,3111,Combined,4b05863ff964a5201f5a22e3,35.14588,-80.825558,Seafood Restaurant,b42EKdSk61zd_FEqEwioYQ,Upstream,3.5
689,768,768,Independent,4bc3b63974a9a593affcd4f6,35.34943300000001,-80.85140899999998,American Restaurant,5hYLxV7F8HJPk3ZUkbXH8A,TGI Fridays,2.0
690,727,3120,Combined,4b4ce187f964a520d2c226e3,35.203194,-80.845538,Bank,Ju9xCLL5IW7UO2s0cwfhMw,Bank of America,3.0
691,744,3228,Combined,4b0db247f964a520214e23e3,35.213196999999994,-80.835401,Mediterranean Restaurant,Iyt5sJVjyCvVS2p8Xw0I6A,Zoes Kitchen,3.5
692,738,3123,Combined,4b11f2b6f964a5205c8723e3,35.225867,-80.84227299999998,Nightclub,0PKz4McHMpClZKzqbna4fw,Suite,2.0
693,736,736,Independent,4b0985aef964a520b61823e3,35.214325,-80.854611,Bagel Shop,KLVE030wJLPvW9aZ8tv1RQ,Einstein Bros Bagels,3.0
694,740,3227,Combined,4b05863ef964a520fc5922e3,35.229338,-80.83989100000002,American Restaurant,t8V_P7ZzRrhDQoqeoGVahQ,The Cellar at Duckworth's,4.5
695,776,3224,Combined,4b37b167f964a520774425e3,35.175413,-80.876956,Sandwich Place,1mb44krcyBOylDiyx_3ORg,Firehouse Subs,3.5
696,762,762,Independent,4b29980bf964a52072a124e3,35.232359,-80.84489,Drugstore / Pharmacy,WJGl8HUl07UQz4122EafwA,CVS Pharmacy,3.0
697,729,3403,Combined,4b913c39f964a5201eac33e3,35.143349,-80.930513,American Restaurant,C03ntpeOXOpuNz7ET9sxjw,O'Charley's Restaurant & Bar,3.0
698,748,748,Independent,4b087f55f964a5201c0d23e3,35.214332,-80.835514,Burger Joint,MTDLV4bSPSWAbaJIgvcXpA,Wendy's,1.5
699,765,765,Independent,4b6527cbf964a520bee62ae3,35.223354,-80.84815,Art Gallery,6lPfM2AJIC6CZddrTvFYnA,The Harvey B. Gantt Center For African American Arts & Culture,4.0
700,757,757,Independent,4bd95f9f0115c9b6ff0f7780,35.238278,-80.88451500000002,Burger Joint,h7Lc-poURE-WgcUM4DffwA,McDonald's,1.5
701,770,770,Independent,4b05863bf964a5206f5922e3,35.20982700000001,-80.859482,Bar,kRhjWeAPs-U5RmakIKz0Pg,Tyber Creek Pub,4.0
702,752,3228,Combined,4b170eccf964a52097c123e3,35.21263,-80.833713,Fast Food Restaurant,h5ihGbkb8127_lk9iNnV4Q,Arby's,3.0
703,771,771,Independent,4f998cabe4b01a78fd22f923,35.230808,-80.838192,Southern / Soul Food Restaurant,_TO_9GAogPZaGO7_EhzeQA,Delta's Restaurant,3.0
704,772,772,Independent,4c5a1e2c67ac0f47351f064c,35.30788,-80.842485,Fast Food Restaurant,2Ow-hFjuUJNrOJelKjfj6w,Taco Bell,2.0
705,779,779,Independent,4fdb7814e4b0397f02930706,35.201556,-80.844474,Sandwich Place,tg2RojY_ADGI04IJcJbtaw,Jersey Mike's Subs,4.5
706,760,760,Independent,4f3e5b81e4b046e823b25b5e,35.220398,-80.85536,Gym / Fitness Center,ykJM7EuGziATZ5u2qIT08g,My Fitness World,5.0
707,778,3127,Combined,4b7d82ccf964a52069c32fe3,35.233096999999994,-80.849676,Sandwich Place,gG2S0HPvInQDUKdCJmpfqA,Subway,2.5
708,733,3307,Combined,4be712112468c9284f0c0243,35.16385,-80.884385,Electronics Store,Ic3rptGxgFYOnJoM7pmo3w,Verizon Authorized Retailer - Cellular Sales,2.0
709,734,3227,Combined,4d6f1c8d3a6cf04d94c05b79,35.227725,-80.839203,Nightclub,e6RmYNs6XV3feuDKzrxp4A,The Imperial,4.0
710,742,3228,Combined,4e4cb505bd413c4cc66b81f0,35.212243,-80.834062,Asian Restaurant,On5sceeptZSlLeGWDDGiwQ,Emperor Chinese Restaurant,2.0
711,753,753,Independent,4b971010f964a52019f634e3,35.242294,-80.889701,Fast Food Restaurant,gkjs1qpyERMW5VyIsp-dUw,Taco Bell,2.0
712,775,775,Independent,4fda6305e4b0b776133b3628,35.203533,-80.863775,Furniture / Home Store,5VEYRYVIU2Bm-U1AqJNiQw,Mattress Firm Final Markdown,5.0
713,739,739,Independent,4b2e93dcf964a520d2e224e3,35.156039,-80.823948,American Restaurant,VwvIq1dyWje3j1i7lp-8sA,Firebirds Wood Fired Grill,4.0
714,755,755,Independent,4b0ac597f964a520942723e3,35.233763,-80.850215,Fast Food Restaurant,iLHzm7N_GMPl6sr2RqeqhQ,Chick-fil-A,1.5
715,745,3301,Combined,511ab0b4e4b0e23900125339,35.347543,-80.85870600000001,Wings Joint,o_73vrhXGy07nUWxn5q58A,East Coast Wings & Grill,3.5
716,759,759,Independent,4c3cb8517d002d7fe9d4ae18,35.234825,-80.879832,Bank,8NO500Z6mJeODHG_zMiMNw,Bank of America,3.0
717,766,766,Independent,5001e4c5e4b077d34ff569a5,35.327184,-80.77358199999998,Convenience Store,mUf_yFqSGd1Rvamcd7PCmw,7-Eleven,2.0
718,750,3001,Combined,4f2b7210e4b05d297bc9ce21,35.216884,-80.857036,Lounge,9thRmIgyPiTOhUiYkmbYDg,Apostrophe Lounge,3.5
719,749,749,Independent,4c1c04e98b3aa593bd36985f,35.305337,-80.85999699999998,Grocery Store,1jdE-PeiQHvL8165vebWrw,Food Lion,3.0
720,758,758,Independent,4b1dd9c7f964a520e41524e3,35.160433000000005,-80.876525,Taco Place,7qnFJVAAmSYmmzC9kio-4w,Taco Bell,2.0
721,774,774,Independent,4bae34d2f964a5202c923be3,35.213496,-80.855541,Sandwich Place,6R3YPIg3xTHqHAK5qk_KnQ,Sandwich Sam,3.0
722,773,773,Independent,4b18169df964a520becc23e3,35.215527,-80.856266,Art Gallery,VJinZ0zOqsmNL5JYHR0ReQ,Charlotte Trolley,3.5
723,769,3306,Combined,4bf48328cad2c928cf0f9c99,35.153406,-80.832325,Spa / Massage,3LF3HqwhUJYT9ma48AdSiw,CARMEN! CARMEN! Prestige Salon é Spa,5.0
724,737,737,Independent,4b96986bf964a52050d734e3,35.213116,-80.856814,Paper / Office Supplies Store,3VHO2FgRWHhpG6aO9KVT2g,Office Depot,4.0
725,276,3300,Combined,4b1183b4f964a5203d7e23e3,35.35259600000001,-80.852265,Sporting Goods Shop,YmYheIi-wUZokdqLSFEWpA,DICK'S Sporting Goods,2.5
726,761,761,Independent,4e18a35db61c8f9ada4dc095,35.204581,-80.847577,Spa / Massage,TC_94LVfXyfoaMpDEZdnKw,Zen Massage Charlotte,4.0
727,777,777,Independent,4b71c3acf964a5200f5b2de3,35.225253,-80.845342,Bank,6cBj23uQRJmgqJD4OwSE3w,Wells Fargo Bank,4.0
728,781,781,Independent,4b702150f964a5201e082de3,35.224138,-80.949232,Rental Car Location,lhkOAu2UKM5uRiLszl1tmQ,Thrifty Car Rental,2.0
729,785,785,Independent,4b4a6877f964a520b18626e3,35.202186,-80.82459,Coffee Shop,F4_J5hOJO3wIP4UozaL4Bw,Starbucks,3.5
730,783,783,Independent,4b228b58f964a520bb4824e3,35.23689500000001,-80.882521,American Restaurant,uPNm49RRDeud_jfyNCYzfw,Showmars,3.5
731,784,3101,Combined,4b33a7e7f964a520451c25e3,35.103587,-80.98384,Paper / Office Supplies Store,jTY2DYC0dQvQLylI2C9pnA,OfficeMax,2.0
732,780,3208,Combined,4bd87ab65cf276b0505c9d00,35.102681,-80.98534599999998,Burger Joint,64MxB_OZQ_2JCklRm1LYxw,BT's Burger Joint,3.0
733,782,3208,Combined,50a6a888e4b0d5aeb37af55e,35.100987,-80.987229,Wings Joint,oyjkEn5fAqcGNsBbqc8LTw,Buffalo Wild Wings,2.0
734,786,3310,Combined,4b05863ff964a520355a22e3,35.219018,-80.81321,American Restaurant,QFqtVX-lyZQgVHQrG-dhlg,Diamond Restaurant,3.5
735,787,3310,Combined,4b17f110f964a520fcc923e3,35.219713,-80.810192,Grocery Store,rPwpZhrVsMngVgERNexZ5Q,Harris Teeter,3.0
736,790,790,Independent,4bc7484c14d79521bc0e67e9,35.273137,-80.93595,Pizza Place,Rmj0NYF_Id_2rZzocx-Vyw,Papa John's Pizza,2.0
737,789,3201,Combined,4b1c51adf964a520000624e3,35.346887,-80.8538,Paper / Office Supplies Store,LjP35B7N7jzjGibptgtcwQ,Officemax,3.0
738,788,3301,Combined,4b7865a5f964a52030cb2ee3,35.35013499999999,-80.859306,Coffee Shop,3SHE1cy1vpI7ts07g-Oxkg,Starbucks,2.5
739,791,791,Independent,5144f184e4b0acadfbc2431a,35.135055,-80.85656,Church,Cl5IqhKPVSgXgIFhpvbfRg,Forest Hill Church,5.0
740,793,793,Independent,4bc39affdce4eee17fac719d,35.305563,-80.752709,Hotel,MpMr3y6Lq0NZae5IQB4h2Q,Holiday Inn Charlotte University,3.5
741,797,3405,Combined,4b797bdcf964a520e5fb2ee3,35.310944,-80.752449,American Restaurant,ZdFl7MqnF09dcifG1j7l_w,Applebee's Grill + Bar,1.5
